clips	text	text_process	pictos	tokens
cefc-cfpb-1000-5-1582	mais je peux pas dire non parce que c'est c'est pas moi	mais je peux pas dire non parce que c'est c'est pas moi	[11377, 6632, 35949, 5526, 5525, 11348, 7095, 36480, 7095, 36480, 5526, 6632]	alors_que me pouvoir non non parce_que celui-là être celui-là être non me
cefc-cfpb-1000-5-1257_2	c'est bien	c'est bien	[7095, 36480, 5397]	celui-là être heureusement
cefc-cfpb-1000-5-1306	et voilà tu vois le comme le monde	et voilà tu vois le comme le monde	[11399, 11617, 8476, 12313, 30014]	et tu_vois le comme planète_terre
cefc-cfpb-1000-5-977	» c'est la plus belle histoire que j'ai eue ici	c'est la plus belle histoire que j'ai eue ici	[9839, 7095, 36480, 8476, 5508, 11194, 32634, 11351, 6632, 32761, 5382]	passé celui-là être le plus_ beau histoire que me avoir ici
cefc-cfpb-1000-5-3	et il y a quelques papiers à remplir	et il y a quelques papiers à remplir	[11399, 9001, 36513, 16169, 7041, 38805]	et il_y_a n'importe_qui documents_personnels à remplir
cefc-cfpb-1000-5-618	tu essayes de trouver quelqu'un qui parle italien et qui peut être ton voisin ou bien qui est la maison en face de toi	tu essayes de trouver quelqu'un qui parle italien et qui peut être ton voisin ou bien qui est la maison en face de toi	[6625, 26144, 7074, 24742, 37779, 11351, 6517, 28971, 11399, 11351, 35949, 36480, 12281, 37228, 11317, 5397, 11351, 36480, 8476, 2317, 27365, 7074, 6625]	toi essayer de trouver quelqu'un que parler italien et que pouvoir être ton voisin ou heureusement que être le maison en_face de toi
cefc-cfpb-1000-5-1527	quoi oh c'est chouette	quoi oh c'est chouette	[22620, 7095, 36480, 2945]	quoi celui-là être hibou
cefc-cfpb-1000-5-1596	tu as le bonjour de mon voisin	tu as le bonjour de mon voisin	[6625, 32761, 8476, 6009, 7074, 12264, 37228]	toi avoir le bonjour de mon voisin
cefc-cfpb-1000-5-1038	elle me dit tu le prends comme tu veux »	elle me dit tu le prends comme tu veux	[7028, 6632, 9693, 6625, 8476, 10148, 12313, 6625, 5441]	elle me dire toi le prendre comme toi vouloir
cefc-cfpb-1000-5-381	et dans le haut de la rue du marais c'est début de la rue du marais quand tu descends sur la droite	et dans le haut de la rue du marais c'est début de la rue du marais quand tu descends sur la droite	[11399, 7034, 8476, 5388, 7074, 8476, 2299, 7074, 26290, 7095, 36480, 5431, 7074, 8476, 26290, 32874, 6625, 6053, 5451, 8476, 9202]	et dans le haut de le rue de marais celui-là être commencer de le marais quand toi descendre sur le droite
cefc-cfpb-1000-5-1212	c'est c'est encore plus facile parce que là tu peux	c'est c'est encore plus facile parce que là tu peux	[7095, 36480, 7095, 36480, 37163, 5508, 32434, 11348, 5375, 6625, 35949]	celui-là être celui-là être une_autre_fois plus_ facile parce_que là toi pouvoir
cefc-cfpb-1000-5-1178	donc euh forcément que tu as d'abord	donc euh forcément que tu as d'abord	[11351, 6625, 32761, 32745]	que toi avoir avant
cefc-cfpb-1000-5-1335	mais bon maintenant l'air est quand même beaucoup plus pollué sur bruxelles avec les voitures	mais bon maintenant l'air est quand même beaucoup plus pollué sur bruxelles avec les voitures	[32747, 8476, 23731, 36480, 5521, 5508, 7065, 5451, 23769, 7064, 8477, 2339]	maintenant le air être beaucoup plus_ pollution sur bruxelles avec les voiture
cefc-cfpb-1000-5-1145	je suis mangée par mon travail »	je suis mangée par mon travail	[6632, 38413, 7212, 12264, 16087]	me manger par mon emploi
cefc-cfpb-1000-5-21	alors est-ce que tu as un bic	alors est-ce que tu as un bic	[3418, 6625, 32761, 2627, 2282]	est-ce_que toi avoir un bic
cefc-cfpb-1000-5-72	tu as fait combien d'années dans chaque euh	tu as fait combien d'années dans chaque euh	[9839, 6625, 6190, 24731, 7074, 6903, 7034, 5596]	passé toi faire combien de année dans tout
cefc-cfpb-1000-5-832	ou bien quelqu'un qui cherche euh un endroit où il doit être	ou bien quelqu'un qui cherche euh un endroit où il doit être	[11317, 5397, 37779, 11351, 6947, 2627, 11696, 7764, 6480, 15523, 36480]	ou heureusement quelqu'un que chercher un doute où il devoir être
cefc-cfpb-1000-5-1407	les gens peuvent comprendre	les gens peuvent comprendre	[8477, 38444, 35949, 11697]	les gens pouvoir comprendre
cefc-cfpb-1000-5-571	est-ce que justement les activités ont tendance à ne plus être organisées et que ça c'est un petit peu particulier	est-ce que justement les activités ont tendance à ne plus être organisées et que ça c'est un petit peu particulier	[9839, 3418, 8477, 8008, 32761, 36480, 34467, 33970, 11399, 11351, 6906, 7095, 2627, 5546, 32588]	passé est-ce_que les animation avoir être à_plus coordonner et que celle-là celui-là un peu personnel
cefc-cfpb-1000-5-1713_2	nan mais je veux dire que bon c'est vrai	nan mais je veux dire que bon c'est vrai	[2626, 11377, 5441, 9693, 11351, 34641, 7095, 36480, 5584]	zéro alors_que vouloir dire que exact celui-là être oui
cefc-cfpb-1000-5-984	tous c'est pas possible	tous c'est pas possible	[5596, 7095, 36480, 5526, 37861]	tout celui-là être non décider
cefc-cfpb-1000-5-79	alors ton domicile actuel l'adresse	alors ton domicile actuel l'adresse	[12281, 6964, 9848, 8476, 30231]	ton demeure courant le adresse
cefc-cfpb-1000-5-15	enfin les données qui vont être récoltées ici vont être utilisées dans un corpus un peu plus large et qui peuvent être utilisées par des chercheurs	enfin les données qui vont être récoltées ici vont être utilisées dans un corpus un peu plus large et qui peuvent être utilisées par des chercheurs	[9829, 9839, 8477, 30010, 11351, 36480, 26533, 5382, 36480, 15485, 7034, 2627, 29105, 5508, 4559, 11399, 11351, 35949, 15485, 7212, 5374, 8076]	prochain passé les données_personnelles que être cueillette ici être utiliser dans un seconde plus_ large et que pouvoir utiliser par plusieurs scientifique
cefc-cfpb-1000-5-1536	je m'arrête à sept heures moins quart	je m'arrête à sept heures moins quart	[6632, 38715, 7041, 29506, 5512, 5436]	me s'arrêter à sept_heures minimum et_quart
cefc-cfpb-1000-5-615	et malheureusement forcément enfin malheureusement ou heureusement bon	et malheureusement forcément enfin malheureusement ou heureusement bon	[11399, 11317, 5397, 34641]	et ou heureusement exact
cefc-cfpb-1000-5-251	oui je pense que j'aimerais bien	oui je pense que j'aimerais bien	[5584, 6632, 38796, 11351, 6632, 37721, 5397]	oui me penser que me aimer heureusement
cefc-cfpb-1000-5-1471	il y a dans le quartier on fait p pas	il y a dans le quartier on fait p pas	[9001, 7034, 8476, 25849, 31672, 6190, 5526]	il_y_a dans le quartier nous faire non
cefc-cfpb-1000-5-1282	» elle habite la hulpe	elle habite la hulpe	[7028, 7302, 2704]	elle habiter ville
cefc-cfpb-1000-5-461	ce ce que tu peux encore voir maintenant	ce ce que tu peux encore voir maintenant	[7095, 11351, 6625, 35949, 37163, 6564, 32747]	celui-là que toi pouvoir une_autre_fois voir maintenant
cefc-cfpb-1000-5-892	maintenant je viens de de voir ici à saint-louis des des une par exemple	maintenant je viens de de voir ici à saint-louis des des une par exemple	[32747, 6632, 32669, 7074, 6564, 5382, 7041, 2704, 7074, 8474]	maintenant me venir de voir ici à ville de une
cefc-cfpb-1000-5-1632	même si vous pensez avoir ré raté c	même si vous pensez avoir ré raté c	[4667, 28359, 9839, 7304, 38796, 29640]	même si passé vous penser rater
cefc-cfpb-1000-5-1650	je peux revenir l'année prochaine	je peux revenir l'année prochaine	[6632, 35949, 6630, 8476, 6903, 9829]	me pouvoir retourner le année prochain
cefc-cfpb-1000-5-1147	et elle s'est retrouvée à élever des moutons	et elle s'est retrouvée à élever des moutons	[11399, 9839, 7028, 24773, 7041, 25026, 5374, 2489]	et passé elle retrouver à élever plusieurs mouton
cefc-cfpb-1000-5-1601	peux-tu venir parce que il y a un problème avec les micros dans l'auditoire un	peux-tu venir parce que il y a un problème avec les micros dans l'auditoire un	[35949, 6625, 32669, 11348, 9001, 2627, 5556, 7064, 8477, 2912, 7034, 8476, 24783, 2627, 3417]	pouvoir toi venir parce_que il_y_a un problème avec les micro dans le audience un !
cefc-cfpb-1000-5-1771	moi je suis d'accord euh pour ce que tu veux s	moi je suis d'accord euh pour ce que tu veux s	[6632, 36480, 31410, 7194, 7095, 11351, 6625, 5441]	me être d'accord pour celui-là que toi vouloir
cefc-cfpb-1000-5-856	c'est là c'est c'est comme ça	c'est là c'est c'est comme ça	[7095, 36480, 5375, 7095, 36480, 7095, 36480, 12313, 6906]	celui-là être là celui-là être celui-là être comme celle-là
cefc-cfpb-1000-5-1589	j'ai dit non moi quand on me dit voilà	j'ai dit non moi quand on me dit voilà	[9839, 6632, 5525, 6632, 32874, 31672, 6632, 9693]	passé me non me quand nous me dire
cefc-cfpb-1000-5-1241	ouais à la baraque à frites	oui à la baraque à frites	[5584, 7041, 8476, 6964, 7041, 2505]	oui à le demeure à frites
cefc-cfpb-1000-5-839	et même au niveau de l'unif tu as vu des changements ou euh	et même au niveau de l'unif tu as vu des changements ou euh	[11399, 4667, 9839, 9819, 8476, 12333, 11617, 5374, 31955, 11317]	et même passé place le association_à_but_non_lucratif tu_vois plusieurs changement ou
cefc-cfpb-1000-5-1372	je vais dire que c'est de la folie	je vais dire que c'est de la folie	[9829, 6632, 9693, 11351, 7095, 36480, 7074, 8476, 16347]	prochain me dire que celui-là être de le hallucination
cefc-cfpb-1000-5-1039	donc elle me e elle m'empêchait pas	donc elle me e elle m'empêchait pas	[9839, 7028, 6632, 7028, 6632, 31859, 5526]	passé elle me elle me refus non
cefc-cfpb-1000-5-1330	mais au moins tu pouvais dire q	mais au moins tu pouvais dire q	[11377, 11709, 5512, 9839, 6625, 35949, 9693]	alors_que au minimum passé toi pouvoir dire
cefc-cfpb-1000-5-388	mm ouais qui sont ils sont	mm oui qui sont ils sont	[5584, 11351, 36480, 7032, 36480]	oui que être ils être
cefc-cfpb-1000-5-160	euh comment technicienne de surface	euh comment technicienne de surface	[22619, 3238]	comment employée_de_ménage
cefc-cfpb-1000-5-1574	alors si il y en a pas on attend	alors si il y en a pas on attend	[28359, 11709, 9001, 5526, 31672, 28677]	si au il_y_a non nous attendre
cefc-cfpb-1000-5-1661	non non non non non non	non non non non non non	[5525]	non
cefc-cfpb-1000-5-1362	il il y a il y a un peu de vie qui continue quoi	il il y a il y a un peu de vie qui continue quoi	[6480, 9001, 29105, 7074, 8717, 11351, 24998, 22620]	il il_y_a seconde de vie que continuer quoi
cefc-cfpb-1000-5-950	moi ce truc m'était ressorti de la tête	moi ce truc m'était ressorti de la tête	[6632, 9839, 7095, 11318, 6632, 37868, 7074, 8476, 2673]	me passé celui-là truc me égoutter_ses_mains de le tête
cefc-cfpb-1000-5-792	un boom au niveau des langues ou des choses comme ça	un boom au niveau des langues ou des choses comme ça	[2627, 9819, 2944, 11317, 7074, 11318, 12313, 6906]	un place langue ou de truc comme celle-là
cefc-cfpb-1000-5-938	» je dis écoutez non vous devez pas	je dis écoutez non vous devez pas	[6632, 28659, 5525, 7304, 15523, 5526]	me écouter non vous devoir non
cefc-cfpb-1000-5-1314	je peux je travaille à l'extérieur	je peux je travaille à l'extérieur	[6632, 35949, 6632, 6624, 5475]	me pouvoir me travailler dehors
cefc-cfpb-1000-5-688	s'il y a le feu quelque part dé	s'il y a le feu quelque part dé	[6481, 9001, 8476, 4654, 9819, 2731]	lui il_y_a le feu place dé
cefc-cfpb-1000-5-1736	anonymisées non-anomi	anonymisées non-anomi	[3417]	!
cefc-cfpb-1000-5-1774	c'est savoir si toi tu veux qu'on	c'est savoir si toi tu veux qu'on	[7095, 36480, 16885, 28359, 6625, 5441, 11351, 31672]	celui-là être savoir si toi vouloir que nous
cefc-cfpb-1000-5-1049	je me souviens d'un professeur qui m'avait dit un jour	je me souviens d'un professeur qui m'avait dit un jour	[9839, 6632, 37369, 7074, 2627, 2457, 11351, 6632, 9693, 2627, 37371]	passé me se_souvenir de un maître que me dire un jour
cefc-cfpb-1000-5-1447	hum est-ce que pour toi le quartier propose assez d'activités qui euh qui animent le quartier	hum est-ce que pour toi le quartier propose assez d'activités qui euh qui animent le quartier	[3418, 7194, 6625, 8476, 25849, 11576, 7074, 8008, 11351, 8476, 25849]	est-ce_que pour toi le quartier proposer de animation que le quartier
cefc-cfpb-1000-5-741	oh c'est la bagarre hein pour la machine	oh c'est la bagarre hein pour la machine	[7095, 36480, 8476, 34496, 7194, 8476, 25652]	celui-là être le bagarre pour le appareil
cefc-cfpb-1000-5-1681	ben ça m'est arrivé à au sixième étage au au cent neuf des cornichons qui s'étaient a ok amusés avec un briquet avec une euh	ben ça m'est arrivé à au sixième étage au au cent neuf des cornichons qui s'étaient a ok amusés avec un briquet avec une euh	[9839, 6906, 6632, 16807, 7041, 11709, 37864, 11709, 29256, 4705, 7074, 36567, 11351, 36480, 31410, 8992, 7064, 2627, 4692, 7064, 8474]	passé celle-là me arrive à au étage au cent neuf de cornichon que être d'accord s'amuser avec un briquet avec une
cefc-cfpb-1000-5-1540	mais mais je veux dire que je dis à part la marche un peu de marche	mais mais je veux dire que je dis à part la marche un peu de marche	[11377, 5441, 9693, 11351, 6632, 9693, 8476, 6044, 29105, 7074, 6044]	alors_que vouloir dire que me dire le marcher seconde de marcher
cefc-cfpb-1000-5-139	il en a pas fait euh	il en a pas fait euh	[9839, 6480, 11709, 6190, 5526]	passé il au faire non
cefc-cfpb-1000-5-877	et alors euh là j'ai j'ai eu des connaissances	et alors euh là j'ai j'ai eu des connaissances	[11399, 5375, 9839, 6632, 32761, 6632, 32761, 5374, 8456]	et là passé me avoir me avoir plusieurs connaître
cefc-cfpb-1000-5-1203	oh le waterzooï ouais en fait le waterzooï	oh le waterzooï oui en fait le waterzooï	[8476, 5584, 8476, 24173]	le oui le glucomètre
cefc-cfpb-1000-5-322	ici à bruxelles mais là évidemment faudra voir un peu pf	ici à bruxelles mais là évidemment faudra voir un peu pf	[5382, 7041, 23769, 11377, 5375, 15523, 6564, 29105]	ici à bruxelles alors_que là devoir voir seconde
cefc-cfpb-1000-5-863	tu as euh tu as des c des contacts	tu as euh tu as des c des contacts	[6625, 32761, 6625, 32761, 5374, 34098]	toi avoir toi avoir plusieurs contact
cefc-cfpb-1000-5-314	mm oh c'est cool	mm oh c'est cool	[7095, 36480, 11599]	celui-là être très_bien
cefc-cfpb-1000-5-630	bè toi tu habites saint-josse mais parac par rapport au quartier	bè toi tu habites saint-josse mais parac par rapport au quartier	[6625, 7302, 2704, 11377, 2704, 7212, 11709, 25849]	toi habiter ville alors_que ville par au quartier
cefc-cfpb-1000-5-823	forcément et puis ou bien ils viennent ils viennent un jour à bruxelles	forcément et puis ou bien ils viennent ils viennent un jour à bruxelles	[11317, 5397, 7032, 32669, 7032, 32669, 2627, 37371, 7041, 23769]	ou heureusement ils venir ils venir un jour à bruxelles
cefc-cfpb-1000-5-168	alors ça c'est une colle	alors ça c'est une colle	[6906, 7095, 36480, 8474, 2709]	celle-là celui-là être une colle
cefc-cfpb-1000-5-1442	c'est un peu comme les guerres quoi	c'est un peu comme les guerres quoi	[7095, 36480, 29105, 12313, 8477, 12256, 22620]	celui-là être seconde comme les guerre quoi
cefc-cfpb-1000-5-370	c'est un magasin qui vendait des bonbons	c'est un magasin qui vendait des bonbons	[9839, 7095, 36480, 2627, 9116, 11351, 6652, 5374, 22182]	passé celui-là être un magasin que vendre plusieurs bonbons
cefc-cfpb-1000-5-243	et euh ils m'ont dit ok comme tu connais la maison en plus c'est un atout pour pour toi	et euh ils m'ont dit ok comme tu connais la maison en plus c'est un atout pour pour toi	[11399, 9839, 7032, 6632, 9693, 31410, 12313, 6625, 8456, 8476, 2317, 7095, 36480, 2627, 7194, 6625]	et passé ils me dire d'accord comme toi connaître le maison celui-là être un pour toi
cefc-cfpb-1000-5-274	sinon comme j'ai trois enfants aussi euh je on prend on prend la voiture alors en général	sinon comme j'ai trois enfants aussi euh je on prend on prend la voiture alors en général	[12313, 6632, 32761, 2629, 6975, 6632, 31672, 10148, 31672, 10148, 8476, 2339, 37029]	comme me avoir trois enfants me nous prendre nous prendre le voiture souvent
cefc-cfpb-1000-5-1621	c'est ça qui m'intéresse que les gens disent merci pour ce que tu fais en applaudissant ou bien en en souriant ou en criant quoi	c'est ça qui m'intéresse que les gens disent merci pour ce que tu fais en applaudissant ou bien en en souriant ou en criant quoi	[7095, 36480, 6906, 11351, 6632, 37709, 11351, 8477, 38444, 9693, 8128, 7194, 7095, 11351, 6625, 6190, 11709, 36682, 11317, 5397, 11709, 13354, 11317, 11709, 6552, 22620]	celui-là être celle-là que me intéresser que les gens dire merci pour celui-là que toi faire au applaudir ou heureusement au rire ou au crier quoi
cefc-cfpb-1000-5-309	tu peux le descendre vers euh	tu peux le descendre vers euh	[6625, 35949, 8476, 6053, 7125]	toi pouvoir le descendre vers
cefc-cfpb-1000-5-1254	et quand il fait beau bah c'est le paradis hein	et quand il fait beau bah c'est le paradis hein	[11399, 32874, 38560, 7095, 36480, 8476, 25948]	et quand beau_temps celui-là être le paradis
cefc-cfpb-1000-5-136	mais il faut pas savoir tout tout	mais il faut pas savoir tout tout	[11377, 15523, 7180, 5596]	alors_que devoir je_ne_sais_plus tout
cefc-cfpb-1000-5-1079	alors j'ai ma fille qui elle euh elle malheureusement elle a pas su finir ses études	alors j'ai ma fille qui elle euh elle malheureusement elle a pas su finir ses études	[9839, 6632, 32761, 12264, 32845, 11351, 7028, 7028, 28429, 7180, 12276, 36055]	passé me avoir mon fille que elle elle finir je_ne_sais_plus ses études
cefc-cfpb-1000-5-1564	le modérateur est bon	le modérateur est bon	[8476, 37779, 36480, 34641]	le quelqu'un être exact
cefc-cfpb-1000-5-262	la semaine passée j'ai s un anniversaire d'un ami euh	la semaine passée j'ai s un anniversaire d'un ami euh	[8476, 37732, 31999, 6632, 32761, 2627, 37363, 7074, 2627, 8487]	le semaine passer me avoir un anniversaire de un ami
cefc-cfpb-1000-5-466	oui oui oui oui oui oui	oui oui oui oui oui oui	[5584]	oui
cefc-cfpb-1000-5-1082	qui lui a fait des des études euh	qui lui a fait des des études euh	[9839, 11351, 6481, 5374, 6495]	passé que lui plusieurs réviser
cefc-cfpb-1000-5-1426	il y c'est un un problème de toute la belgique	il y c'est un un problème de toute la belgique	[6480, 7095, 36480, 2627, 5556, 7074, 5596, 8476, 8040]	il celui-là être un problème de tout le belgique
cefc-cfpb-1000-5-658	il y a eu le feu quelque part	il y a eu le feu quelque part	[9001, 8476, 4654, 9819]	il_y_a le feu place
cefc-cfpb-1000-5-837	ah c'est pas du tout ici »	ah c'est pas du tout ici	[7095, 36480, 5382]	celui-là être ici
cefc-cfpb-1000-5-1816	moi ça fait un an que je prépare l'anniversaire parce que c'est	moi ça fait un an que je prépare l'anniversaire parce que c'est	[6632, 6906, 6190, 2627, 6903, 11351, 6632, 6190, 8476, 37363, 11348, 7095, 36480]	me celle-là faire un année que me faire le anniversaire parce_que celui-là être
cefc-cfpb-1000-5-916	moi vous venez samedi matin	moi vous venez samedi matin	[6632, 7304, 32669, 6605, 25704]	me vous venir samedi matin
cefc-cfpb-1000-5-1641	et ça c'est positif pour moi	et ça c'est positif pour moi	[11399, 6906, 7095, 36480, 27222, 2617]	et celle-là celui-là être chargé_positivement à_moi
cefc-cfpb-1000-5-1605	puis il me il me il me regarde	puis il me il me il me regarde	[9839, 6480, 2925, 6480, 6632, 6480, 6632, 6564]	passé il mer il me il me voir
cefc-cfpb-1000-5-1034	je dois te dire quelque chose	je dois te dire quelque chose	[6632, 15523, 6625, 9693, 11318]	me devoir toi dire truc
cefc-cfpb-1000-5-1599	ben c'est tout à ton honneur	ben c'est tout à ton honneur	[7095, 36480, 5596, 7041, 12281, 14660]	celui-là être tout à ton réputé
cefc-cfpb-1000-5-346	c'est que je ramène tout à saint-louis et que c'est ma maison	c'est que je ramène tout à saint-louis et que c'est ma maison	[7095, 36480, 11351, 6632, 37223, 5596, 7041, 2704, 11399, 11351, 7095, 36480, 12264, 2317]	celui-là être que me ramener tout à ville et que celui-là être mon maison
cefc-cfpb-1000-5-1002	je crois qu'on était sept ou huit dans la maison à s'appeler	je crois qu'on était sept ou huit dans la maison à s'appeler	[9839, 6632, 38796, 11351, 31672, 36480, 7248, 11317, 4896, 7034, 8476, 2317, 7041, 6552]	passé me penser que nous être 7 ou 8 dans le maison à crier
cefc-cfpb-1000-5-330	ça va dépendre de des enfants	ça va dépendre de des enfants	[9829, 11481, 7074, 5374, 6975]	prochain dépendre de plusieurs enfants
cefc-cfpb-1000-5-1238	alors évidemment il y a le les frites hein dans le paquet	alors évidemment il y a le les frites hein dans le paquet	[9001, 8476, 8477, 2505, 7034, 8476, 38946]	il_y_a le les frites dans le colis
cefc-cfpb-1000-5-1670	alors euh dès que j'entends bip-bip bip-bip je dis voilà je vais quand même aller voir	alors euh dès que j'entends bip-bip bip-bip je dis voilà je vais quand même aller voir	[11377, 9829, 6632, 6572, 7255, 6632, 9693, 6632, 6564]	alors_que prochain me entendre sonnerie me dire me voir
cefc-cfpb-1000-5-770	tu vois un peu comme dans le temps quoi	tu vois un peu comme dans le temps quoi	[11617, 29105, 12313, 7034, 8476, 22631, 22620]	tu_vois seconde comme dans le époque quoi
cefc-cfpb-1000-5-1742	quoi pf	quoi pf	[22620]	quoi
cefc-cfpb-1000-5-833	et que ce n'est pas du tout ici	et que ce n'est pas du tout ici	[11399, 11351, 7095, 36480, 5382]	et que celui-là être ici
cefc-cfpb-1000-5-1043	et je lui ai dit texto je dis mademoiselle vous direz à cette dame ou à ce monsieur que la bonne humeur c'est contagieux »	et je lui ai dit texto je dis mademoiselle vous direz à cette dame ou à ce monsieur que la bonne humeur c'est contagieux	[11399, 9829, 9839, 6632, 6481, 11611, 6632, 9693, 4745, 7304, 9693, 7041, 8476, 4703, 11317, 7041, 7095, 4744, 11351, 8476, 34641, 12359, 7095, 36480, 30987]	et prochain passé me lui qu'as-tu_dit? me dire madame vous dire à le dame ou à celui-là monsieur que le exact avoir_l'air celui-là être épidémie
cefc-cfpb-1000-5-1310	pf et hum est-ce que tu préfères travailler à l'intérieur ou à l'extérieur	pf et hum est-ce que tu préfères travailler à l'intérieur ou à l'extérieur	[11399, 3418, 6625, 30510, 6624, 5439, 11317, 5475]	et est-ce_que toi préférer travailler dedans ou dehors
cefc-cfpb-1000-5-435	donc où il y a les salles informatiques	donc où il y a les salles informatiques	[7764, 9001, 8477, 9915]	où il_y_a les salle_informatique
cefc-cfpb-1000-5-298	mais tu prends l'avenue de tervuren	mais tu prends l'avenue de tervuren	[11377, 6625, 10148, 8476, 2299, 7074, 2704]	alors_que toi prendre le rue de ville
cefc-cfpb-1000-5-993	on s'assied sur les chaises »	on s'assied sur les chaises	[31672, 10177, 5451, 8477, 3155]	nous s'asseoir sur les chaises
cefc-cfpb-1000-5-1346	euh quand tu as ce t ce ce tunnel je peux te dire que euh	euh quand tu as ce t ce ce tunnel je peux te dire que euh	[32874, 6625, 32761, 36672, 6632, 35949, 6625, 9693, 11351]	quand toi avoir tunnel me pouvoir toi dire que
cefc-cfpb-1000-5-698	mais la nouvelle innovation ben forcément euh a accueilli des tas de de de de de de d'activités dans la maison euh	mais la nouvelle innovation ben forcément euh a accueilli des tas de de de de de de d'activités dans la maison euh	[11377, 8476, 11316, 9839, 32582, 27125, 5374, 6905, 7074, 8008, 7034, 8476, 2317]	alors_que le nouveau passé objets visite plusieurs empiler de animation dans le maison
cefc-cfpb-1000-5-613	oui forcément on peut pas parler euh de molenbeek sans parler d'immigration	oui forcément on peut pas parler euh de molenbeek sans parler d'immigration	[5584, 31672, 35949, 6517, 5526, 7074, 2704, 7813, 6517, 7074, 25644]	oui nous pouvoir parler non de ville sans parler de immigrer
cefc-cfpb-1000-5-558	ou est-ce qu'il y a pas trop de différences ou même au niveau du parlé la manière d'agir la manière d'être de penser euh	ou est-ce qu'il y a pas trop de différences ou même au niveau du parlé la manière d'agir la manière d'être de penser euh	[11317, 3418, 9001, 5526, 25708, 7074, 32792, 11317, 4667, 9819, 36261, 8476, 7074, 6190, 8476, 7074, 36480, 7074, 38796]	ou est-ce_que il_y_a non trop de disparité ou même place logopède le de faire le de être de penser
cefc-cfpb-1000-5-1230	et tu le fais cuire au four	et tu le fais cuire au four	[11399, 9839, 6625, 8476, 3235, 11709, 10135]	et passé toi le faire_cuire au four
cefc-cfpb-1000-5-1709	il a cassé sa clé dans son cadenas de moto	il a cassé sa clé dans son cadenas de moto	[9839, 6480, 6604, 12272, 8153, 7034, 12272, 6957, 7074, 2480]	passé il casser son clé dans son cadenas de moto
cefc-cfpb-1000-5-989	les bonjours les les sourires parfois	les bonjours les les sourires parfois	[8477, 6009, 8477, 13354, 27564]	les bonjour les rire épisodiquement
cefc-cfpb-1000-5-1707	euh c'est hier ou avant-hier	euh c'est hier ou avant-hier	[7095, 36480, 38279, 11317, 38272]	celui-là être hier ou avant-hier
cefc-cfpb-1000-5-99	concierge concierge euh tu peux marquer aussi à côté	concierge concierge euh tu peux marquer aussi à côté	[37423, 6625, 35949, 25087, 36758]	portier toi pouvoir marquer à_côté
cefc-cfpb-1000-5-156	euh beure d besançon	euh beure d besançon	[28018, 36935]	fromage_bleu haut_du_corps
cefc-cfpb-1000-5-411	la comment l'imprimerie	la comment l'imprimerie	[8476, 22619, 8476, 35445]	le comment le imprimerie
cefc-cfpb-1000-5-1104	et comme elle avait pas deux ans de chômage donc elle a pris quelque chose pour dire je veux pas trainer d chez moi	et comme elle avait pas deux ans de chômage donc elle a pris quelque chose pour dire je veux pas trainer d chez moi	[11399, 12313, 9839, 7028, 32761, 5526, 2628, 6903, 7074, 32442, 7028, 10148, 11318, 7194, 9693, 5441, 37830, 5526, 6632]	et comme passé elle avoir non deux année de vacances elle prendre truc pour dire vouloir traîner non me
cefc-cfpb-1000-5-801	euh il y a plus de bureaux ils sont tous implantés place rogier	euh il y a plus de bureaux ils sont tous implantés place rogier	[9001, 5508, 7074, 2916, 7032, 5596, 24753, 2828, 2704]	il_y_a plus_ de bureau ils tout contraire planter ville
cefc-cfpb-1000-5-1150	et alors elle vend ses produits	et alors elle vend ses produits	[11399, 7028, 6652, 12276]	et elle vendre ses
cefc-cfpb-1000-5-908	et a des cours dans dans son casier à code	et a des cours dans dans son casier à code	[11399, 32761, 5374, 23404, 7034, 12272, 8705, 7041, 7064, 7074]	et avoir plusieurs cours dans son casier à avec de
cefc-cfpb-1000-5-85_2	numéro de quoi	numéro de quoi	[2879, 7074, 22620]	numéro de quoi
cefc-cfpb-1000-5-337	la la	la la	[8476]	le
cefc-cfpb-1000-5-283	mh mh et par exemple euh	mh mh et par exemple euh	[11399]	et
cefc-cfpb-1000-5-653	et en fait ces gens	et en fait ces gens	[11399, 7092, 38444]	et ces gens
cefc-cfpb-1000-5-408	dont une imprimerie il y avait une grande imprimerie là	dont une imprimerie il y avait une grande imprimerie là	[9839, 8474, 35445, 9001, 8474, 4658, 35445, 5375]	passé une imprimerie il_y_a une grand imprimerie là
cefc-cfpb-1000-5-1465	avant il y avait saint-nicolas qui descendait le botanique	avant il y avait saint-nicolas qui descendait le botanique	[9839, 32745, 9001, 2704, 11351, 6053, 8476, 25650]	passé avant il_y_a ville que descendre le botanique
cefc-cfpb-1000-5-1521	ou bien tu entends au journal	ou bien tu entends au journal	[11317, 5397, 6625, 6572, 11709, 2845]	ou heureusement toi entendre au journal
cefc-cfpb-1000-5-1130	il avait cinquante ans	il avait cinquante ans	[9839, 6480, 32761, 29342, 6903]	passé il avoir 50 année
cefc-cfpb-1000-5-514	et qui ont perdu un peu de cachet dans le temps	et qui ont perdu un peu de cachet dans le temps	[11399, 9839, 11351, 24760, 29105, 7074, 7034, 8476, 22631]	et passé que perdre seconde de dans le époque
cefc-cfpb-1000-5-818	alors euh bon et je sais que c'est rue des sables	alors euh bon et je sais que c'est rue des sables	[34641, 11399, 6632, 16885, 11351, 7095, 36480, 4565]	exact et me savoir que celui-là être gravier
