clips	text	text_process	pictos	tokens
cefc-clapi-jeux_video_foot_Lyon-1344	je te mets	je te mets	[6632, 6625, 6989]	me toi mettre
cefc-clapi-jeux_video_foot_Lyon-2044	il a fait un sale tour	il a fait un sale tour	[9839, 6480, 6190, 2627, 26459, 34165]	passé il faire un sale tour
cefc-clapi-jeux_video_foot_Lyon-1358	c'est normal	c'est normal	[7095, 36480]	celui-là être
cefc-clapi-jeux_video_foot_Lyon-754	oh là	oh là	[5375]	là
cefc-clapi-jeux_video_foot_Lyon-926	ah ronaldinho	ah ronaldinho	[]	None
cefc-clapi-jeux_video_foot_Lyon-1267	cinq zéro	cinq zéro	[6979, 2626]	5 zéro
cefc-clapi-jeux_video_foot_Lyon-783	eh joue normalement toi aussi	eh joue normalement toi aussi	[23392, 11591, 3417]	jouer toi_aussi !
cefc-clapi-jeux_video_foot_Lyon-610	nnaammee là il est là il est	nnaammee là il est là il est	[36935, 5375, 6480, 36480, 5375, 6480, 36480]	haut_du_corps là il être là il être
cefc-clapi-jeux_video_foot_Lyon-608	mesquine nnaammee	mesquine nnaammee	[37779, 36935]	quelqu'un haut_du_corps
cefc-clapi-jeux_video_foot_Lyon-1467	mais c'est bizarre	mais c'est bizarre	[11377, 7095, 36480, 11355]	alors_que celui-là être bizarre
cefc-clapi-jeux_video_foot_Lyon-1953	oh la la	oh la la	[8476]	le
cefc-clapi-jeux_video_foot_Lyon-553	galatasaray ou la corée du sud	galatasaray ou la corée du sud	[2949, 11317, 8476, 25015]	lézards ou le corée_du_sud
cefc-clapi-jeux_video_foot_Lyon-1959	oh il a esquivé toutes les vagos là	oh il a esquivé toutes les vagos là	[9839, 6480, 24032, 27091, 8477, 37779, 5375]	passé il éviter_un_objet ensemble les quelqu'un là
cefc-clapi-jeux_video_foot_Lyon-690	il lui a fait l'amour	il lui a fait l'amour	[9839, 6480, 6481, 6190, 8476, 37799]	passé il lui faire le chéri
cefc-clapi-jeux_video_foot_Lyon-1732	ah putain	ah putain	[]	None
cefc-clapi-jeux_video_foot_Lyon-763	qu'est-ce qu'il a gagné	qu'est-ce qu'il a gagné	[3418, 9839, 6480, 7218]	est-ce_que passé il gagner
cefc-clapi-jeux_video_foot_Lyon-350	il est trop beau	il est trop beau	[6480, 36480, 25708, 11194]	il être trop beau
cefc-clapi-jeux_video_foot_Lyon-480	je sens nnaammee il va se faire dégommer	je sens nnaammee il va se faire dégommer	[6632, 25275, 36935, 6480, 8142, 6190, 27033]	me sentir haut_du_corps il aller faire kidnappeur
cefc-clapi-jeux_video_foot_Lyon-324	il y a pas de oh oh	il y a pas de oh oh	[9001, 5526, 7074]	il_y_a non de
cefc-clapi-jeux_video_foot_Lyon-857	j'ai la mort	j'ai la mort	[6632, 32761, 8476, 8172]	me avoir le mort
cefc-clapi-jeux_video_foot_Lyon-159	ouh la la grand pont	ouh la la grand pont	[8476, 6194]	le pont
cefc-clapi-jeux_video_foot_Lyon-397	voilà fils de pute	voilà fils de pute	[36935, 3417]	haut_du_corps !
cefc-clapi-jeux_video_foot_Lyon-1258	j'ai faim	j'ai faim	[6632, 7272]	me avoir_faim
cefc-clapi-jeux_video_foot_Lyon-1441	c'est quoi pour freiner déjà	c'est quoi pour freiner déjà	[10366, 7194, 10329]	qu'est-ce_que_c'est_ça pour coup_de_frein
cefc-clapi-jeux_video_foot_Lyon-1657	c'est fini	c'est fini	[8081]	c'est_fini
cefc-clapi-jeux_video_foot_Lyon-1554	c'est bon	c'est bon	[7095, 36480, 34641]	celui-là être exact
cefc-clapi-jeux_video_foot_Lyon-1489	c'est l un truc comme ça non	c'est l un truc comme ça non	[7095, 36480, 2627, 11318, 12313, 6906, 5525]	celui-là être un truc comme celle-là non
cefc-clapi-jeux_video_foot_Lyon-849	il a mis deux buts en plus	il a mis deux buts en plus	[9839, 6480, 6989, 2628, 27234]	passé il mettre deux buts
cefc-clapi-jeux_video_foot_Lyon-1290	hein il fout la mort	hein il fout la mort	[6480, 8476, 8172]	il le mort
cefc-clapi-jeux_video_foot_Lyon-217	une catastrophe	une catastrophe	[8474, 25052]	une catastrophe
cefc-clapi-jeux_video_foot_Lyon-298	oh la la je suis un vrai défenseur	oh la la je suis un vrai défenseur	[8476, 6632, 36480, 2627, 5584, 36521]	le me être un oui défendre_au_sport
cefc-clapi-jeux_video_foot_Lyon-1109	si tu veux	si tu veux	[28359, 6625, 5441]	si toi vouloir
cefc-clapi-jeux_video_foot_Lyon-1784	là ça va être direct à gauche	là ça va être direct à gauche	[5375, 9829, 36480, 9203]	là prochain être gauche
cefc-clapi-jeux_video_foot_Lyon-124	il m'a mis une droite hein	il m'a mis une droite hein	[9839, 6480, 6632, 6989, 8474, 9202]	passé il me mettre une droite
cefc-clapi-jeux_video_foot_Lyon-807	tu as la mort	tu as la mort	[6625, 32761, 8476, 8172]	toi avoir le mort
cefc-clapi-jeux_video_foot_Lyon-2056	ils se sont tous cartonne	ils se sont tous cartonne	[9839, 7032, 5596]	passé ils tout
cefc-clapi-jeux_video_foot_Lyon-1418	voilà voilà	voilà voilà	[3417]	!
cefc-clapi-jeux_video_foot_Lyon-1085	nnaammee il y a personne qui fait une pavasse	nnaammee il y a personne qui fait une pavasse	[36935, 9001, 34560, 11351, 6190, 8474]	haut_du_corps il_y_a personne que faire une
cefc-clapi-jeux_video_foot_Lyon-1125	mais je sais plus où c'est	mais je sais plus où c'est	[11377, 7180, 7764, 7095, 36480]	alors_que je_ne_sais_plus où celui-là être
cefc-clapi-jeux_video_foot_Lyon-1567	il y a des vagos	il y a des vagos	[9001, 5374]	il_y_a plusieurs
cefc-clapi-jeux_video_foot_Lyon-1391	c'est bon	c'est bon	[7095, 36480, 34641]	celui-là être exact
cefc-clapi-jeux_video_foot_Lyon-947	eh ben il m'a niqué ma relance	eh ben il m'a niqué ma relance	[9839, 6480, 6632, 12264, 37163, 7773]	passé il me mon une_autre_fois lance
cefc-clapi-jeux_video_foot_Lyon-959	bouge pas ton joueur	bouge pas ton joueur	[27371, 5526, 12281, 3417]	bouger non ton !
cefc-clapi-jeux_video_foot_Lyon-1186	qu'il fait des talonnades nnaammee	qu'il fait des talonnades nnaammee	[11351, 6480, 6190, 7074, 36935]	que il faire de haut_du_corps
cefc-clapi-jeux_video_foot_Lyon-633	il va rentrer chez lui	il va rentrer chez lui	[9829, 6480, 29714, 6481]	prochain il rentrer_à_la_maison lui
cefc-clapi-jeux_video_foot_Lyon-752	dans la pêche	dans la pêche	[7034, 8476, 2468]	dans le pêche
cefc-clapi-jeux_video_foot_Lyon-1003	il aime bien les équipes espagnoles d'habitude	il aime bien les équipes espagnoles d'habitude	[6480, 37721, 5397, 8477, 15262, 11534, 7074]	il aimer heureusement les équipes espagnol de
cefc-clapi-jeux_video_foot_Lyon-511	oh il saute en l'air	oh il saute en l'air	[6480, 6607, 11709, 8476, 23731]	il sauter au le air
cefc-clapi-jeux_video_foot_Lyon-996	tu vas faire quoi demain nnaammee	tu vas faire quoi demain nnaammee	[9829, 6625, 6190, 22620, 38278, 36935]	prochain toi faire quoi lendemain haut_du_corps
cefc-clapi-jeux_video_foot_Lyon-1157	euh un jeu de vago	euh un jeu de vago	[2627, 9810, 7074, 36935]	un jeu de haut_du_corps
cefc-clapi-jeux_video_foot_Lyon-1725	rien à voir	rien à voir	[29839, 7041, 6564]	rien à voir
cefc-clapi-jeux_video_foot_Lyon-1775	ah ceui là il est bien	ah ceui là il est bien	[5375, 6480, 36480, 5397]	là il être heureusement
cefc-clapi-jeux_video_foot_Lyon-1679	ah le camion	ah le camion	[8476, 2306]	le camion
cefc-clapi-jeux_video_foot_Lyon-972	j' j'ai même pas envie de te marquer des buts nnaammee	j' j'ai même pas envie de te marquer des buts nnaammee	[3119, 6632, 32761, 5526, 5441, 7074, 6625, 25087, 5374, 27234, 36935]	j me avoir non vouloir de toi marquer plusieurs buts haut_du_corps
cefc-clapi-jeux_video_foot_Lyon-224	oh putain	oh putain	[]	None
cefc-clapi-jeux_video_foot_Lyon-723	ah ça s'appelle réalisme	ah ça s'appelle réalisme	[6906, 6552, 37779]	celle-là crier quelqu'un
cefc-clapi-jeux_video_foot_Lyon-486	c'est des penalties là	c'est des penalties là	[7095, 36480, 5374, 27021, 5375]	celui-là être plusieurs penalty là
cefc-clapi-jeux_video_foot_Lyon-381	ah oh			
cefc-clapi-jeux_video_foot_Lyon-569	ils sont chers nul mes joueurs hein	ils sont chers nul mes joueurs hein	[7032, 36480, 4589, 12266, 34511]	ils être cher mes fratrie
cefc-clapi-jeux_video_foot_Lyon-1075	vas -y	vas -y	[8142, 3417]	aller !
cefc-clapi-jeux_video_foot_Lyon-214	mais bon			
cefc-clapi-jeux_video_foot_Lyon-1346	c'est moi qui te mets la trique	c'est moi qui te mets la trique	[7095, 36480, 6632, 11351, 6625, 6989, 8476]	celui-là être me que toi mettre le
cefc-clapi-jeux_video_foot_Lyon-1350	burn out c'est où tu tu t'encules et tout	burn out c'est où tu tu t'encules et tout	[37779, 7095, 36480, 7764, 6625, 27033, 11399, 5596]	quelqu'un celui-là être où toi kidnappeur et tout
cefc-clapi-jeux_video_foot_Lyon-1307	non pas ce soir	non pas ce soir	[5526, 26997]	non nuit
cefc-clapi-jeux_video_foot_Lyon-1135	tom tu m'épates euh nnaammee	tom tu m'épates euh nnaammee	[37779, 6625, 6632, 7260, 36935]	quelqu'un toi me consterner haut_du_corps
cefc-clapi-jeux_video_foot_Lyon-2038	je vais me prendre euh cinq euh cinq bus accordéons là	je vais me prendre euh cinq euh cinq bus accordéons là	[9839, 6632, 8142, 10148, 6979, 38090, 5375]	passé me aller prendre 5 bus là
cefc-clapi-jeux_video_foot_Lyon-1616	oh à peine je le touche	oh à peine je le touche	[5546, 6632, 8476, 39051]	peu me le tâter
cefc-clapi-jeux_video_foot_Lyon-433	ta gueule	ta gueule	[12281]	ton
cefc-clapi-jeux_video_foot_Lyon-412	tu es	tu es	[6625, 36480]	toi être
cefc-clapi-jeux_video_foot_Lyon-1049	un zéro hein	un zéro hein	[2627, 2626]	un zéro
cefc-clapi-jeux_video_foot_Lyon-1462	allez là	allez là	[8142, 5375, 3417]	aller là !
cefc-clapi-jeux_video_foot_Lyon-1658	mais non	mais non	[11377, 5525]	alors_que non
cefc-clapi-jeux_video_foot_Lyon-584	tu as vu	tu as vu	[9839, 11617]	passé tu_vois
cefc-clapi-jeux_video_foot_Lyon-1292	c'est un arménien lui	c'est un arménien lui	[7095, 36480, 2627, 26669, 6481]	celui-là être un arménien lui
cefc-clapi-jeux_video_foot_Lyon-2084	je vais pas le griller	je vais pas le griller	[6632, 8142, 5526, 8476, 35441]	me aller non le griller
cefc-clapi-jeux_video_foot_Lyon-851	bien sorti nnaammee	bien sorti nnaammee	[5397, 5568, 36935]	heureusement sortir haut_du_corps
cefc-clapi-jeux_video_foot_Lyon-39	ça sert à rien	ça sert à rien	[6906, 7247, 7041, 29839]	celle-là servir à rien
cefc-clapi-jeux_video_foot_Lyon-890	je je vais enchaîner les buts	je je vais enchaîner les buts	[9829, 6632, 8087, 8477, 27234]	prochain me arrêter les buts
cefc-clapi-jeux_video_foot_Lyon-1088	et toi	et toi	[11399, 6625]	et toi
cefc-clapi-jeux_video_foot_Lyon-1913	fais quoi là	fais quoi là	[6190, 22620, 5375, 3417]	faire quoi là !
cefc-clapi-jeux_video_foot_Lyon-1112	à demain	à demain	[7041, 38278]	à lendemain
cefc-clapi-jeux_video_foot_Lyon-1222	c'est bien gamin	c'est bien gamin	[7095, 36480, 5397, 7176]	celui-là être heureusement garçon
cefc-clapi-jeux_video_foot_Lyon-485	arrête de faire tes	arrête de faire tes	[27393, 7074, 6190, 12283, 3417]	arrêter de faire à_toi !
cefc-clapi-jeux_video_foot_Lyon-1728	je suis dernier	je suis dernier	[6632, 36480, 4765]	me être dernier
cefc-clapi-jeux_video_foot_Lyon-978	tu es	tu es	[6625, 36480]	toi être
cefc-clapi-jeux_video_foot_Lyon-1941	je vais trop vite aussi	je vais trop vite aussi	[6632, 25708, 37850]	me trop vite
cefc-clapi-jeux_video_foot_Lyon-302	ah ouais	ah oui	[5584]	oui
cefc-clapi-jeux_video_foot_Lyon-2036	tout la la	tout la la	[5596, 8476]	tout le
cefc-clapi-jeux_video_foot_Lyon-1155	fais voir tes jeux	fais voir tes jeux	[6190, 6564, 12283, 9810]	faire voir à_toi jeu
cefc-clapi-jeux_video_foot_Lyon-1842	il t'a dépassé	il t'a dépassé	[9839, 6480, 6625, 34844]	passé il toi dépasser
cefc-clapi-jeux_video_foot_Lyon-1701	premier nnaammee là	premier nnaammee là	[4726, 36935, 5375]	premier haut_du_corps là
cefc-clapi-jeux_video_foot_Lyon-1942	oh il est premier alors	oh il est premier alors	[6480, 36480, 4726]	il être premier
cefc-clapi-jeux_video_foot_Lyon-932	il a vraiment de la chance ronaldinho quand même hein	il a vraiment de la chance ronaldinho quand même hein	[6480, 11164, 36935]	il chance haut_du_corps
cefc-clapi-jeux_video_foot_Lyon-2081	je suis deuxième	je suis deuxième	[6632, 36480, 34477]	me être deuxième
cefc-clapi-jeux_video_foot_Lyon-913	ben regarde	ben regarde	[6564, 3417]	voir !
cefc-clapi-jeux_video_foot_Lyon-1483	voilà c'est ça	voilà c'est ça	[7095, 36480, 6906, 3417]	celui-là être celle-là !
cefc-clapi-jeux_video_foot_Lyon-963	qui qui qui joue là	qui qui qui joue là	[9857, 11351, 23392, 5375]	anonymes que jouer là
cefc-clapi-jeux_video_foot_Lyon-1051	moi après je prends ma revanche	moi après je prends ma revanche	[6632, 32749, 6632, 10148, 12264, 23371]	me après me prendre mon succès
cefc-clapi-jeux_video_foot_Lyon-960	je vais tirer en bas en bas dans l'axe	je vais tirer en bas en bas dans l'axe	[9829, 6632, 38033, 5355, 7034, 8476]	prochain me agripper en_bas dans le
cefc-clapi-jeux_video_foot_Lyon-1330	ça fait dejà une heure qu'on joue	ça fait dejà une heure qu'on joue	[6906, 6190, 29452, 11351, 31672, 23392]	celle-là faire 1:00 que nous jouer
cefc-clapi-jeux_video_foot_Lyon-977	enfin six trois	enfin six trois	[7241, 2629]	6 trois
cefc-clapi-jeux_video_foot_Lyon-639	oh ouh			
cefc-clapi-jeux_video_foot_Lyon-971	bien joué ça	bien joué ça	[5397, 23392, 6906]	heureusement jouer celle-là
cefc-clapi-jeux_video_foot_Lyon-1706	ouais c'est pas mal	oui c'est pas mal	[5584, 5397]	oui heureusement
cefc-clapi-jeux_video_foot_Lyon-88	je lui met la chauffe là	je lui met la chauffe là	[6632, 6481, 6989, 8476, 35555, 5375]	me lui mettre le rires là
cefc-clapi-jeux_video_foot_Lyon-2102	on a notre heure et demie	on a notre heure et demie	[31672, 32761, 12268, 7129, 19570]	nous avoir notre heure à_demi_
cefc-clapi-jeux_video_foot_Lyon-1897	oh tellement il va pas vite ça ça crash tu sais	oh tellement il va pas vite ça ça crash tu sais	[5521, 6480, 5526, 37850, 6906, 6625, 16885]	beaucoup il non vite celle-là toi savoir
cefc-clapi-jeux_video_foot_Lyon-780	le but il est où là	le but il est où là	[5358, 6480, 36480, 7764, 5375]	fini il être où là
cefc-clapi-jeux_video_foot_Lyon-912	c'est même pas moi qui avait le joueur	c'est même pas moi qui avait le joueur	[7095, 36480, 5526, 6632, 9839, 11351, 32761, 8476, 34449]	celui-là être non me passé que avoir le joueuse_de_waterpolo
cefc-clapi-jeux_video_foot_Lyon-717	elle est pour moi	elle est pour moi	[7028, 36480, 2617]	elle être à_moi
cefc-clapi-jeux_video_foot_Lyon-974	il fait l'ancien	il fait l'ancien	[6480, 6190, 8476, 32806]	il faire le ancien
cefc-clapi-jeux_video_foot_Lyon-1380	mais si tu peux	mais si tu peux	[11377, 28359, 6625, 35949]	alors_que si toi pouvoir
cefc-clapi-jeux_video_foot_Lyon-1971	un passage piéton	un passage piéton	[2627, 3430]	un passage_piéton
cefc-clapi-jeux_video_foot_Lyon-1196	et ils sont forts à ça fort aux deux	et ils sont forts à ça fort aux deux	[11399, 7032, 36480, 4655, 7041, 6906, 25121, 7041, 2628]	et ils être costauds à celle-là fort à deux
cefc-clapi-jeux_video_foot_Lyon-1329	il est bien ou pas	il est bien ou pas	[6480, 36480, 5397, 11317, 5526]	il être heureusement ou non
cefc-clapi-jeux_video_foot_Lyon-2071	le le	le le	[8476]	le
cefc-clapi-jeux_video_foot_Lyon-285	oh le but	oh le but	[5358]	fini
cefc-clapi-jeux_video_foot_Lyon-1440	freiner pour déraper dans les virages	freiner pour déraper dans les virages	[10329, 7194, 29676, 7034, 8477, 5946, 3417]	coup_de_frein pour déraper dans les voie !
cefc-clapi-jeux_video_foot_Lyon-1381	tu peux pas	tu peux pas	[6625, 35949, 5526]	toi pouvoir non
cefc-clapi-jeux_video_foot_Lyon-800	et putain	et putain	[11399, 37779]	et quelqu'un
cefc-clapi-jeux_video_foot_Lyon-1038	oh la la penalty	oh la la penalty	[8476, 27021]	le penalty
cefc-clapi-jeux_video_foot_Lyon-171	mais faut que j'arrête là	mais faut que j'arrête là	[11377, 15523, 11351, 6632, 27393, 5375]	alors_que devoir que me arrêter là
cefc-clapi-jeux_video_foot_Lyon-1374	c'est pas long	c'est pas long	[7095, 36480, 5526, 26162]	celui-là être non long
cefc-clapi-jeux_video_foot_Lyon-657	elle est hors jeu	elle est hors jeu	[7028, 36480, 5475, 9810]	elle être dehors jeu
cefc-clapi-jeux_video_foot_Lyon-1458	il doit y avoir dix	il doit y avoir dix	[15523, 9001, 29254]	devoir il_y_a 10
cefc-clapi-jeux_video_foot_Lyon-1667	mais non	mais non	[11377, 5525]	alors_que non
cefc-clapi-jeux_video_foot_Lyon-1777	c'est qui en rouge	c'est qui en rouge	[7095, 36480, 9857, 11709, 2808]	celui-là être anonymes au rouge
cefc-clapi-jeux_video_foot_Lyon-1245	eh non	eh non	[5525]	non
cefc-clapi-jeux_video_foot_Lyon-659	tu as eu huit fois hors jeu	tu as eu huit fois hors jeu	[9839, 6625, 32761, 4896, 27385, 5475, 9810]	passé toi avoir 8 fois dehors jeu
cefc-clapi-jeux_video_foot_Lyon-1654	quatrième ouais	quatrième oui	[34475, 5584]	quatrième oui
cefc-clapi-jeux_video_foot_Lyon-908	ça c'est un bon décalage ça	ça c'est un bon décalage ça	[6906, 7095, 36480, 2627, 34641, 24751, 6906]	celle-là celui-là être un exact désaccord celle-là
cefc-clapi-jeux_video_foot_Lyon-846	quatre deux hein c'est possible	quatre deux hein c'est possible	[35665, 2628, 7095, 36480, 37861]	4 deux celui-là être décider
cefc-clapi-jeux_video_foot_Lyon-901	où je t'ai taclé	où je t'ai taclé	[7764, 9839, 6632, 6625, 2777]	où passé me toi dégobiller
cefc-clapi-jeux_video_foot_Lyon-1152	ouais j'ai burn out qui se joue à deux	oui j'ai burn out qui se joue à deux	[5584, 6632, 32761, 11351, 23392, 7041, 2628]	oui me avoir que jouer à deux
cefc-clapi-jeux_video_foot_Lyon-1918	vas-y réessayer	vas-y réessayer	[8142, 26144, 3417]	aller essayer !
cefc-clapi-jeux_video_foot_Lyon-1536	dépêche toi	dépêche toi	[37779, 6625]	quelqu'un toi
cefc-clapi-jeux_video_foot_Lyon-903	je t'ai même pas touché	je t'ai même pas touché	[9839, 6632, 6625, 32761, 39051, 5526]	passé me toi avoir tâter non
cefc-clapi-jeux_video_foot_Lyon-417	oh la	oh la	[8476]	le
cefc-clapi-jeux_video_foot_Lyon-362	solide la défense	solide la défense	[36323, 8476, 36521]	solide le défendre_au_sport
cefc-clapi-jeux_video_foot_Lyon-1237	nnaammee je te donne une claque	nnaammee je te donne une claque	[36935, 6632, 6625, 17040, 8474]	haut_du_corps me toi donner une
cefc-clapi-jeux_video_foot_Lyon-1771	ouais si tu veux	oui si tu veux	[5584, 28359, 6625, 5441]	oui si toi vouloir
cefc-clapi-jeux_video_foot_Lyon-87	là je lui mets	là je lui mets	[5375, 6632, 6481, 6989]	là me lui mettre
cefc-clapi-jeux_video_foot_Lyon-355	il est flex	il est flex	[6480, 36480, 12333]	il être association_à_but_non_lucratif
cefc-clapi-jeux_video_foot_Lyon-1317	vas-y après	vas-y après	[8142, 32749, 3417]	aller après !
cefc-clapi-jeux_video_foot_Lyon-612	il est s	il est s	[6480, 36480]	il être
cefc-clapi-jeux_video_foot_Lyon-1250	tu t'en fous	tu t'en fous	[6625, 11709, 32761]	toi au avoir
cefc-clapi-jeux_video_foot_Lyon-1596	allez nnaammee	allez nnaammee	[8142, 36935, 3417]	aller haut_du_corps !
cefc-clapi-jeux_video_foot_Lyon-1973	un raccourci	un raccourci	[2627]	un
cefc-clapi-jeux_video_foot_Lyon-7	je sais pas jouer à ça moi	je sais pas jouer à ça moi	[23392, 5526, 6906, 12264]	jouer non celle-là mon
cefc-clapi-jeux_video_foot_Lyon-566	tom à mort	tom à mort	[7041, 8172]	à mort
cefc-clapi-jeux_video_foot_Lyon-1852	elles cassent les couilles ces	elles cassent les couilles ces	[7030, 6604, 8477, 11304, 7092]	elles casser les œuf_en_chocolat ces
cefc-clapi-jeux_video_foot_Lyon-378	je déteste	je déteste	[6632, 37825]	me je_n'aime_pas_ça
cefc-clapi-jeux_video_foot_Lyon-554	prendre manchester united	prendre manchester united	[10148, 37544, 3417]	prendre groupe_parlementaire !
cefc-clapi-jeux_video_foot_Lyon-1121	faut que je regarde où c'est	faut que je regarde où c'est	[15523, 11351, 6632, 6564, 7764, 7095, 36480, 3417]	devoir que me voir où celui-là être !
cefc-clapi-jeux_video_foot_Lyon-1612	oh putain de sa	oh putain de sa	[37779, 7074, 12272]	quelqu'un de son
cefc-clapi-jeux_video_foot_Lyon-19	bon oh la la c'est quoi ça	bon oh la la c'est quoi ça	[34641, 8476, 10366, 6906]	exact le qu'est-ce_que_c'est_ça celle-là
cefc-clapi-jeux_video_foot_Lyon-1604	c'est tout	c'est tout	[7095, 36480, 5596]	celui-là être tout
cefc-clapi-jeux_video_foot_Lyon-1695_2	vois le premier	vois le premier	[6564, 8476, 4726, 3417]	voir le premier !
cefc-clapi-jeux_video_foot_Lyon-143	il a envie de rentrer chez lui	il a envie de rentrer chez lui	[6480, 5441, 7074, 29714, 6481]	il vouloir de rentrer_à_la_maison lui
cefc-clapi-jeux_video_foot_Lyon-956	mets-moi allez	mets-moi allez	[6989, 6632, 8142, 3417]	mettre me aller !
cefc-clapi-jeux_video_foot_Lyon-1644	oh putain	oh putain	[]	None
cefc-clapi-jeux_video_foot_Lyon-1525	r un	r un	[2627]	un
cefc-clapi-jeux_video_foot_Lyon-2073	ou il reste un tour encore	ou il reste un tour encore	[11317, 6480, 27206, 2627, 34165, 37163]	ou il rester un tour une_autre_fois
cefc-clapi-jeux_video_foot_Lyon-180	hein je te baise	hein je te baise	[6632, 6625, 11525]	me toi baiser
cefc-clapi-jeux_video_foot_Lyon-1896	tellement tellement il me f il me fait virer là	tellement tellement il me f il me fait virer là	[5521, 6480, 2925, 6480, 6632, 6190, 21589, 5375]	beaucoup il mer il me faire renvoyer là
cefc-clapi-jeux_video_foot_Lyon-1495	jul qu'est-ce que tu as fait	jul qu'est-ce que tu as fait	[37779, 9839, 38482]	quelqu'un passé qu'est-ce_que_tu_as_fait
cefc-clapi-jeux_video_foot_Lyon-1501	remplis-toi là	remplis-toi là	[38805, 5375, 3417]	remplir là !
cefc-clapi-jeux_video_foot_Lyon-1553	on peut jouer à deux là	on peut jouer à deux là	[31672, 35949, 23392, 7041, 2628, 5375]	nous pouvoir jouer à deux là
cefc-clapi-jeux_video_foot_Lyon-385	ah putain	ah putain	[]	None
cefc-clapi-jeux_video_foot_Lyon-1637	après tu gagnes du booste	après tu gagnes du booste	[32749, 6625, 7218, 11712]	après toi gagner du
cefc-clapi-jeux_video_foot_Lyon-1170	comment ça marche ça	comment ça marche ça	[22619, 8555, 6906]	comment fonctionner celle-là
cefc-clapi-jeux_video_foot_Lyon-505	ah putain	ah putain	[]	None
cefc-clapi-jeux_video_foot_Lyon-987_2	tu sais même pas les joueurs nnaammee	tu sais même pas les joueurs nnaammee	[6625, 4667, 5526, 8477, 34449, 36935]	toi même non les joueuse_de_waterpolo haut_du_corps
cefc-clapi-jeux_video_foot_Lyon-86	concentration optimale	concentration optimale	[24863]	être_attentif
cefc-clapi-jeux_video_foot_Lyon-1099	ben toi tu peux aller	ben toi tu peux aller	[6625, 35949, 8142]	toi pouvoir aller
cefc-clapi-jeux_video_foot_Lyon-1369	que à deux	que à deux	[11351, 7041, 2628]	que à deux
cefc-clapi-jeux_video_foot_Lyon-200	et ouais	et oui	[11399, 5584]	et oui
cefc-clapi-jeux_video_foot_Lyon-686	qu'est -ce que j'ai fait là	qu'est -ce que j'ai fait là	[3418, 9839, 6632, 6190, 5375]	est-ce_que passé me faire là
cefc-clapi-jeux_video_foot_Lyon-1938	trois elle est quand la playstation deux elle est sortie	trois elle est quand la playstation deux elle est sortie	[2629, 9839, 7028, 36480, 32874, 8476, 2628, 7028, 5568]	trois passé elle être quand le deux elle sortir
cefc-clapi-jeux_video_foot_Lyon-588	nnaammee doucement	nnaammee doucement	[36935, 4676]	haut_du_corps doucement
cefc-clapi-jeux_video_foot_Lyon-220	oh putain	oh putain	[]	None
cefc-clapi-jeux_video_foot_Lyon-655	tu lui as fait un méchant tacle	tu lui as fait un méchant tacle	[9839, 6625, 6481, 6190, 2627, 32526]	passé toi lui faire un méchant
cefc-clapi-jeux_video_foot_Lyon-1660	ça faisait un tour là	ça faisait un tour là	[9839, 6906, 6190, 2627, 34165, 5375]	passé celle-là faire un tour là
cefc-clapi-jeux_video_foot_Lyon-1547_1	je crois	je crois	[6632, 38796]	me penser
cefc-clapi-jeux_video_foot_Lyon-1224	ah il termine dans combien de temps là euh	ah il termine dans combien de temps là euh	[6480, 32814, 7034, 24731, 7074, 22631, 5375]	il terminer dans combien de époque là
cefc-clapi-jeux_video_foot_Lyon-1063	c'est quoi	c'est quoi	[10366]	qu'est-ce_que_c'est_ça
cefc-clapi-jeux_video_foot_Lyon-2033	foutre la mort les cartons là	foutre la mort les cartons là	[37779, 8476, 8172, 8477, 6226, 5375, 3417]	quelqu'un le mort les cartes là !
cefc-clapi-jeux_video_foot_Lyon-1034	oh c'est bien r un pour accélérer	oh c'est bien r un pour accélérer	[7095, 36480, 5397, 2627, 7194, 37779]	celui-là être heureusement un pour quelqu'un
cefc-clapi-jeux_video_foot_Lyon-284	et le but	et le but	[11399, 5358]	et fini
cefc-clapi-jeux_video_foot_Lyon-1204	ah putain quel	ah putain quel	[22624]	quelle
cefc-clapi-jeux_video_foot_Lyon-1252	ah barre toi	ah barre toi	[6625]	toi
cefc-clapi-jeux_video_foot_Lyon-833	c'est que	c'est que	[7095, 36480, 11351]	celui-là être que
cefc-clapi-jeux_video_foot_Lyon-684	allez nnaammee	allez nnaammee	[8142, 36935, 3417]	aller haut_du_corps !
cefc-clapi-jeux_video_foot_Lyon-1185	jul une frappe de guerrier	jul une frappe de guerrier	[8474, 7074]	une de
cefc-clapi-jeux_video_foot_Lyon-1744	bien sûr que si	bien sûr que si	[5583, 11185, 28359]	bien_sûr bien_que si
cefc-clapi-jeux_video_foot_Lyon-1846	qu'est-ce qu'il fait là	qu'est-ce qu'il fait là	[3418, 6480, 6190, 5375]	est-ce_que il faire là
cefc-clapi-jeux_video_foot_Lyon-1621	rattrape nnaammee	rattrape nnaammee	[24208, 36935, 3417]	attraper haut_du_corps !
cefc-clapi-jeux_video_foot_Lyon-1108	ouais voilà	oui voilà	[5584]	oui
cefc-clapi-jeux_video_foot_Lyon-785	oh putain	oh putain	[]	None
cefc-clapi-jeux_video_foot_Lyon-2001	mais merde	mais merde	[11377, 37779]	alors_que quelqu'un
cefc-clapi-jeux_video_foot_Lyon-841	je reviens	je reviens	[6632, 6630]	me retourner
