id_picto	lemma	synsets	sense_keys
16717	inviter	['01065717-v', '02389828-v']	['call_for%2:32:03::', 'invite%2:32:01::', 'ask_over%2:41:00::', 'invite%2:41:00::', 'ask_round%2:41:00::']
36673	jeter	['01516062-v']	['shed%2:35:01::', 'shake_off%2:35:00::', 'cast%2:35:01::', 'throw_away%2:35:00::', 'cast_off%2:35:00::', 'throw_off%2:35:00::', 'throw%2:35:07::', 'drop%2:35:01::']
28354	jurer	['00891468-v']	['swear%2:32:02::']
6215	lâcher	['01477180-v', '01516062-v', '01980855-v', '01989937-v']	['let_go%2:35:00::', 'let_go_of%2:35:00::', 'release%2:35:00::', 'relinquish%2:35:02::', 'shed%2:35:01::', 'shake_off%2:35:00::', 'cast%2:35:01::', 'throw_away%2:35:00::', 'cast_off%2:35:00::', 'throw_off%2:35:00::', 'throw%2:35:07::', 'drop%2:35:01::', 'drop%2:38:00::', 'sink%2:38:01::', 'drop%2:38:05::', 'drop_down%2:38:00::']
6543	lancer	['01516062-v', '01511000-v']	['shed%2:35:01::', 'shake_off%2:35:00::', 'cast%2:35:01::', 'throw_away%2:35:00::', 'cast_off%2:35:00::', 'throw_off%2:35:00::', 'throw%2:35:07::', 'drop%2:35:01::', 'throw%2:35:00::']
38011	maintenir	[]	[]
32360	manquer	['00892391-s', '01809490-v']	['nostalgic%5:00:00:desirous:00', 'miss%2:37:00::']
32822	manquer	['00616690-v', '01970175-v']	['leave_out%2:31:00::', 'overleap%2:31:00::', 'omit%2:31:00::', 'overlook%2:31:00::', 'neglect%2:31:00::', 'pretermit%2:31:00::', 'drop%2:31:00::', 'miss%2:31:00::', 'overleap%2:38:00::', 'vault%2:38:01::']
36161	mentir	['00835938-v']	['lie%2:32:00::']
37701	occuper	['01128786-v', '00978617-n']	['occupy%2:33:00::', 'invade%2:33:00::', 'invasion%1:04:00::']
24863	s'occuper	['02174871-v', '02175483-v']	['attend%2:39:00::', 'advert%2:39:00::', 'give_ear%2:39:00::', 'pay_heed%2:39:00::', 'hang%2:39:00::', 'take_heed%2:39:00::', 'listen%2:39:01::', 'hear%2:39:05::']
16881	offrir	['02205200-v']	['present%2:40:00::', 'give%2:40:01::', 'gift%2:40:00::']
26258	oublier	['00610654-v', '00614532-v']	['blank_out%2:31:00::', 'block%2:31:00::', 'forget%2:31:00::', 'draw_a_blank%2:31:00::', 'forget%2:31:02::', 'leave%2:31:02::']
29070	payer	['02256551-v']	['pay%2:40:00::']
24760	perdre	['02292634-v']	['lose%2:40:02::']
24779	perdre	['02201537-v', '02292634-v']	['lose%2:39:00::', 'lose%2:40:02::']
22031	échec	['01102003-v']	['lose%2:33:00::']
21014	permettre	['00803980-v', '02260270-v']	['allow%2:32:00::', 'permit%2:32:00::', 'countenance%2:32:00::', 'let%2:32:02::', 'allow%2:40:00::', 'grant%2:40:01::']
21917	plaire	['01779085-v', '01781131-v', '01828678-v', '01780873-v', '01832678-v']	['love%2:37:00::', 'like%2:37:05::', 'like%2:37:01::', 'care%2:37:00::', 'wish%2:37:02::', 'like%2:37:04::', 'love%2:37:02::', 'enjoy%2:37:01::']
16823	présenter	['02141597-v', '02153218-v']	['show%2:39:00::', 'show%2:39:02::', 'exhibit%2:39:00::', 'demonstrate%2:39:01::', 'present%2:39:00::', 'demo%2:39:00::']
37046	promettre	['00885532-v']	['assure%2:32:02::', 'promise%2:32:00::']
11576	proposer	['00876925-v', '05924749-n']	['propose%2:32:00::', 'advise%2:32:02::', 'suggest%2:32:00::', 'suggestion%1:09:00::']
11576	quitter	['00876925-v', '05924749-n']	['propose%2:32:00::', 'advise%2:32:02::', 'suggest%2:32:00::', 'suggestion%1:09:00::']
37369	rappeler	['00609334-v']	['remember%2:31:00::', 'think%2:31:02::', 'retrieve%2:31:00::', 'recollect%2:31:00::', 'call_up%2:31:04::', 'recall%2:31:00::', 'call_back%2:31:00::']
17044	recevoir	['02240906-v', '02214901-v', '01216829-v']	['accept%2:40:00::', 'take%2:40:05::', 'have%2:40:05::', 'receive%2:40:00::', 'have%2:40:03::', 'get_hold_of%2:35:00::', 'take%2:35:00::']
38796	réfléchir	[]	[]
34341	refuser	['07219764-n', '00818217-v', '00024715-r', '02217607-v']	['no%1:10:00::', 'deny%2:32:00::', 'no%4:02:00::', 'deny%2:40:00::', 'refuse%2:40:01::']
26818	rejoindre	['01660471-v', '01092289-v']	['put_together%2:36:00::', 'tack_together%2:36:00::', 'set_up%2:36:00::', 'piece%2:36:00::', 'tack%2:36:05::', 'assemble%2:36:00::', 'group%2:33:00::', 'aggroup%2:33:00::']
5551	remettre un prix	['02266695-v']	['award%2:40:00::', 'present%2:40:02::']
6617	remonter	['01925957-v', '01973223-v']	['go_up%2:38:01::', 'climb_up%2:38:00::', 'mount%2:38:00::', 'climb%2:38:00::', 'ascend%2:38:02::', 'go_up%2:38:10::']
9031	répondre à l’oral	['00637941-v', '00817348-v']	['answer%2:31:00::', 'respond%2:32:00::', 'answer%2:32:00::', 'reply%2:32:00::']
10176	répondre par lettre	['00817348-v']	['respond%2:32:00::', 'answer%2:32:00::', 'reply%2:32:00::']
6630	revenir	['01882942-v', '02008888-v', '01911251-v', '00347358-n']	['turn_around%2:38:00::', 'swing_about%2:38:00::', 'swing_around%2:38:00::', 'return%2:38:00::', 'turn%2:38:00::', 'turn%1:04:02::']
2712	rouler en voiture	['01934845-v']	['drive%2:38:01::']
27070	séparer	['02035003-v', '02206426-v', '02473085-v']	['separate%2:38:01::', 'divide%2:38:00::', 'hand_out%2:40:00::', 'distribute%2:40:01::', 'pass_out%2:40:00::', 'give_out%2:40:00::', 'split%2:41:03::', 'separate%2:41:01::', 'split_up%2:41:02::', 'divide%2:41:00::', 'dissever%2:41:00::', 'carve_up%2:41:00::']
30620	souffrir	['02125976-v', '00064841-v']	['ache%2:39:01::', 'suffer%2:39:00::', 'hurt%2:39:01::', 'suffer%2:29:00::', 'hurt%2:29:02::']
6071	taire	['00462448-v', '01042933-v', '04989456-n']	['quieten%2:30:00::', 'hush%2:30:01::', 'still%2:30:00::', 'hush_up%2:30:00::', 'shut_up%2:30:00::', 'silence%2:30:00::', 'button_up%2:32:00::', 'keep_mum%2:32:00::', 'be_quiet%2:32:00::', 'clam_up%2:32:00::', 'shut_up%2:32:00::', 'dummy_up%2:32:00::', 'close_up%2:32:00::', 'belt_up%2:32:00::', 'quiet%1:07:02::', 'silence%1:07:00::']
3293	toucher	['01208838-v', '02131823-v', '01208316-v', '01209469-v']	['touch%2:35:00::', 'touch%2:39:00::', 'touch%2:35:01::', 'adjoin%2:35:03::', 'meet%2:35:00::', 'contact%2:35:03::', 'touch%2:35:04::']
37830	traîner	['02422604-v', '00295445-s']	['laze%2:41:00::', 'stagnate%2:41:00::', 'slug%2:41:00::', 'idle%2:41:00::', 'faineant%5:00:00:idle:00', 'lazy%5:00:00:idle:00', 'indolent%5:00:00:idle:00', 'otiose%5:00:00:idle:00', 'slothful%5:00:00:idle:00', 'work-shy%5:00:00:idle:00']
3302	traiter une maladie	['00082316-v', '00081478-v', '00078513-v']	['relieve%2:29:02::', 'remedy%2:29:00::', 'cure%2:29:00::', 'heal%2:29:01::', 'bring_around%2:29:01::', 'care_for%2:29:00::', 'treat%2:29:00::']
31195	tromper	['02579332-v', '00755767-n', '02581808-v']	['rip_off%2:41:00::', 'cheat%2:41:00::', 'chisel%2:41:01::', 'cheat%1:04:00::', 'cheating%1:04:00::', 'flim-flam%2:41:00::', 'play_a_joke_on%2:41:01::', 'fob%2:41:00::', 'trick%2:41:00::', 'play_tricks%2:41:00::', 'fox%2:41:00::', 'play_a_trick_on%2:41:00::', 'pull_a_fast_one_on%2:41:00::']
24742	trouver	['02290474-v', '02291049-v', '00423043-v']	['regain%2:40:01::', 'find%2:40:00::', 'locate%2:40:00::', 'turn_up%2:40:00::', 'appear%2:30:00::']
15485	utiliser	['01161188-v']	['employ%2:34:00::', 'use%2:34:01::', 'apply%2:34:00::', 'utilise%2:34:00::', 'utilize%2:34:00::']
6652	vendre	['01092370-n', '02247246-v', '02249738-v']	['mercantilism%1:04:00::', 'commerce%1:04:00::', 'commercialism%1:04:00::', 'sell%2:40:00::', 'trade%2:40:11::', 'deal%2:40:00::', 'sell%2:40:01::']
11605	vivre	['02655932-v', '02654741-v']	['populate%2:42:00::', 'inhabit%2:42:00::', 'dwell%2:42:00::', 'live%2:42:08::', 'occupy%2:42:00::', 'lodge_in%2:42:00::', 'reside%2:42:01::']
12264	mien	['\\N']	[]
12281	tien	['\\N']	[]
12268	notre	['\\N']	[]
34082	chaton	['02125600-n']	['kitten%1:05:00::', 'kitty%1:05:02::']
34041	chiot	['01324834-n']	['whelp%1:05:00::', 'pup%1:05:00::']
3065	bibliothèque	['03666369-n']	['library%1:06:02::']
3279	bibliothèque	['02874800-n']	['bookshelf%1:06:00::']
27499	bibliothécaire	['10277645-n']	['bibliothec%1:18:00::', 'librarian%1:18:00::']
7096	ceux-là	['\\N']	[]
7095	celui	['\\N']	[]
25708	très	['00032295-r']	['really%4:02:00::', 'very%4:02:00::', 'real%4:02:01::', 'rattling%4:02:00::']
28040	ramper	['01889838-v']	['creep%2:38:00::', 'crawl%2:38:00::']
8153	clé	['03618503-n']	['key%1:06:00::']
9800	clé usb	['03364282-n', '03750331-n']	['flash_memory%1:06:00::', 'memory_device%1:06:00::', 'storage_device%1:06:00::']
26138	imprimante	['04011143-n', '03649051-n']	['printer%1:06:01::', 'laser_printer%1:06:00::']
2290	écharpe	['04150962-n']	['scarf%1:06:00::']
30472	bras en écharpe	['04246543-n']	['triangular_bandage%1:06:00::', 'sling%1:06:00::', 'scarf_bandage%1:06:00::']
37504	écharpe de maire	['02787241-n']	['band%1:06:00::']
25125	coq	['01794266-n', '01794799-n']	['chicken%1:05:01::', 'gallus_gallus%1:05:02::', 'rooster%1:05:00::', 'cock%1:05:01::']
3142	piscine	['04378312-n']	['swimming_bath%1:06:00::', 'natatorium%1:06:00::', 'swimming_pool%1:06:00::']
8191	piscine à balles	['\\N']	[]
2925	mer	['09399110-n', '09449666-n']	['ocean%1:17:00::', 'sea%1:17:00::']
4610	nourriture	['07571428-n', '00021445-n']	['solid_food%1:13:00::', 'food%1:13:00::', 'food%1:03:00::', 'nutrient%1:03:00::']
2878	oie	['01858313-n']	['goose%1:05:00::']
8302	châtaigne	['07788250-n']	['chestnut%1:13:00::']
36287	maïs	['12164193-n']	['zea_mays%1:20:00::', 'corn%1:20:00::', 'indian_corn%1:20:00::', 'maize%1:20:00::']
2747	vernis à ongle	['03289797-n', '03811265-n']	['enamel%1:06:01::', 'nail_polish%1:06:00::', 'nail_enamel%1:06:00::', 'nail_varnish%1:06:00::']
27592	vernis	['04529282-n']	['varnish%1:06:00::']
2724	poubelle	['02750182-n', '02843139-n']	['trash_can%1:06:00::', 'garbage_can%1:06:00::', 'trash_barrel%1:06:00::', 'dustbin%1:06:00::', 'trash_bin%1:06:00::', 'ashcan%1:06:00::', 'ash_bin%1:06:00::', 'wastebin%1:06:00::', 'ash-bin%1:06:00::', 'ashbin%1:06:00::', 'bin%1:06:00::']
2380	écriture	['06371284-n', '00995046-v', '01694952-v']	['writing%1:10:01::', 'write%2:32:00::', 'write%2:36:01::']
6547	mousse	['00036925-v']	['soap%2:29:00::', 'lather%2:29:00::']
28843	mousse végétale	['11557957-n']	['moss%1:20:00::']
2750	mousse à raser	['04193311-n']	['shaving_foam%1:06:00::']
32364	femmes	['09642198-n']	['female%1:18:00::', 'female_person%1:18:00::']
27511	stocker	['01496967-v', '02285938-v', '02287351-v']	['place%2:35:00::', 'put%2:35:00::', 'pose%2:35:02::', 'position%2:35:00::', 'lay%2:35:01::', 'set%2:35:00::', 'lay_in%2:40:00::', 'store%2:40:00::', 'stash_away%2:40:00::', 'salt_away%2:40:00::', 'stack_away%2:40:00::', 'put_in%2:40:00::', 'hive_away%2:40:00::', 'store%2:40:02::']
26388	déchets	['14880414-n', '00493642-v', '00277831-n', '14540345-n']	['waste%1:27:00::', 'waste_matter%1:27:00::', 'waste_product%1:27:00::', 'waste_material%1:27:00::', 'pollute%2:30:00::', 'foul%2:30:03::', 'contaminate%2:30:00::', 'pollution%1:04:00::', 'contamination%1:04:00::', 'pollution%1:26:00::']
5465	être	['02661230-v']	['be%2:42:05::']
7765	entre	['\\N']	[]
28066	syrie	['09055808-n']	['syria%1:15:00::', 'syrian_arab_republic%1:15:00::']
27862	liban	['08977154-n']	['lebanon%1:15:00::', 'lebanese_republic%1:15:00::']
4570	coopérer	['02421408-v', '02553283-v', '00081834-v']	['join_forces%2:41:00::', 'collaborate%2:41:00::', 'cooperate%2:41:00::', 'get_together%2:41:00::', 'help%2:41:00::', 'aid%2:41:00::', 'assist%2:41:02::', 'aid%2:29:00::', 'help%2:29:00::']
35003	impact	['00378172-n']	['burst%1:04:00::', 'explosion%1:04:00::']
37228	voisin	['10372030-n']	['neighbor%1:18:00::', 'neighbour%1:18:00::']
28066	algérie	['09055808-n']	['syria%1:15:00::', 'syrian_arab_republic%1:15:00::']
11689	convention	['01234384-n', '06787117-n']	['convention%1:04:00::', 'convening%1:04:00::', 'convention%1:10:00::']
11705	améliorer	['00205454-v']	['improve%2:30:00::', 'ameliorate%2:30:00::', 'meliorate%2:30:00::', 'better%2:30:00::']
8087	arrêter	['01217701-v', '01217985-v']	['nab%2:35:00::', 'nail%2:35:01::', 'pick_up%2:35:00::', 'arrest%2:35:00::', 'apprehend%2:35:00::', 'collar%2:35:00::', 'cop%2:35:00::', 'catch%2:35:01::', 'get%2:35:09::', 'capture%2:35:01::']
6906	cela	['\\N']	[]
31670	il	['\\N']	[]
31670	elle	['\\N']	[]
11364	sortie	['03308910-n']	['exit%1:06:00::', 'way_out%1:06:00::', 'issue%1:06:00::', 'outlet%1:06:00::']
15990	crise financière	['14512697-n']	['economic_crisis%1:26:00::', 'slump%1:26:00::', 'depression%1:26:02::']
8121	france	['08949695-n']	['france%1:15:00::', 'french_republic%1:15:00::']
25170	israël	['08810400-n']	['sion%1:15:00::', 'zion%1:15:00::', 'israel%1:15:00::', 'state_of_israel%1:15:00::', 'yisrael%1:15:00::']
8178	nord	['13857626-n', '13853640-n', '13853375-n']	['north%1:24:02::', 'compass_north%1:24:00::', 'magnetic_north%1:24:00::', 'north%1:24:01::', 'due_north%1:24:00::', 'north%1:24:00::', 'northward%1:24:00::', 'n%1:24:00::']
38004	essentiel	[]	[]
3337	ferme	['03327044-n']	['farm%1:06:00::']
3385	jungle	['08456014-n']	['jungle%1:14:01::']
24226	panthère	['02131321-n']	['panther%1:05:02::']
2942	léopard	['02131037-n']	['leopard%1:05:00::', 'panthera_pardus%1:05:00::']
36437	paillettes	['04960121-n']	['sparkle%1:07:00::', 'glitter%1:07:00::', 'glisten%1:07:00::', 'scintillation%1:07:00::', 'glister%1:07:00::']
25377	rayure	['01751011-v', '01311803-v']	['scrawl%2:36:00::', 'scribble%2:36:00::', 'scrape%2:35:02::', 'scratch%2:35:00::', 'scratch_up%2:35:00::']
6223	barrer	['00802412-v']	['cross_off%2:32:00::', 'cross_out%2:32:00::', 'mark%2:32:01::', 'strike_out%2:32:00::', 'strike_off%2:32:00::']
25377	rayer	['01751011-v', '01311803-v']	['scrawl%2:36:00::', 'scribble%2:36:00::', 'scrape%2:35:02::', 'scratch%2:35:00::', 'scratch_up%2:35:00::']
30851	cocher	['00802412-v']	['cross_off%2:32:00::', 'cross_out%2:32:00::', 'mark%2:32:01::', 'strike_out%2:32:00::', 'strike_off%2:32:00::']
2313	kangourou	['01880453-n', '01879775-n']	['wallaby%1:05:00::', 'brush_kangaroo%1:05:00::', 'kangaroo%1:05:00::']
8363	boucle d'oreille	['03267052-n']	['earring%1:06:00::']
8203	bracelet	['04563490-n']	['watchband%1:06:00::', 'bracelet%1:06:01::', 'wristband%1:06:01::', 'watch_bracelet%1:06:00::', 'watchstrap%1:06:00::']
6900	bague	['03292538-n', '04266474-n', '04099721-n']	['engagement_ring%1:06:00::', 'solitaire%1:06:00::', 'band%1:06:03::', 'ring%1:06:00::']
5554	princesse	['10493649-n']	['princess%1:18:00::']
9152	dvd	['04541241-n']	['dvd%1:06:00::', 'videodisc%1:06:00::', 'videodisk%1:06:00::']
36035	accrocher	['01483990-v']	['hang_up%2:35:01::', 'hang%2:35:00::']
5593	étendre	['01483990-v']	['hang_up%2:35:01::', 'hang%2:35:00::']
8618	fou	['02580838-a', '02082451-s', '01842483-s', '00441663-s']	['foolish%3:00:00::', 'sick%5:00:00:insane:00', 'mad%5:00:00:insane:00', 'demented%5:00:00:insane:00', 'unhinged%5:00:00:insane:00', 'brainsick%5:00:00:insane:00', 'unbalanced%5:00:00:insane:00', 'disturbed%5:00:00:insane:00', 'crazy%5:00:00:insane:00', 'softheaded%5:00:00:impractical:00', 'half-baked%5:00:00:impractical:00', 'crazy%5:00:00:impractical:00', 'screwball%5:00:00:impractical:00', 'anserine%5:00:00:stupid:00', 'jerky%5:00:00:stupid:00', 'goosey%5:00:00:stupid:00', 'gooselike%5:00:00:stupid:00', 'dopy%5:00:01:stupid:00', 'foolish%5:00:00:stupid:00', 'dopey%5:00:01:stupid:00', 'goosy%5:00:00:stupid:00']
34169	fou aux échecs	['02847294-n']	['bishop%1:06:00::']
3135	neige	['15068330-n', '02764935-v', '11528800-n']	['snow%1:27:00::', 'snow%2:43:00::', 'snow%1:19:00::', 'snowfall%1:19:00::']
21447	blanche-neige	['\\N']	[]
36388	lutin	['09563850-n']	['pixy%1:18:00::', 'elf%1:18:00::', 'imp%1:18:01::', 'hob%1:18:01::', 'brownie%1:18:00::', 'gremlin%1:18:00::', 'pixie%1:18:00::']
5589	sirène	['09512731-n']	['mermaid%1:18:00::']
6214	sirène	['07280494-n', '04231457-n']	['siren%1:10:00::', 'siren%1:06:00::']
5404	sorcière	['10075105-n', '09526414-n']	['witch%1:18:00::', 'enchantress%1:18:00::', 'witch%1:18:01::']
5450	nain de jardin	['09564236-n']	['gnome%1:18:00::', 'dwarf%1:18:01::']
27099	avaler	['01204494-v']	['swallow%2:34:00::', 'get_down%2:34:00::']
8248	poison	['15056943-n', '15061483-n']	['poisonous_substance%1:27:00::', 'poison%1:27:00::', 'toxicant%1:27:00::', 'venom%1:27:00::']
2950	lézard	['01677105-n']	['lizard%1:05:00::']
6573	œil	['05662207-n', '05318579-n']	['sight%1:09:00::', 'vision%1:09:01::', 'visual_modality%1:09:00::', 'visual_sense%1:09:00::', 'eye%1:08:00::', 'optic%1:08:00::', 'oculus%1:08:00::']
2876	yeux	['05318579-n']	['eye%1:08:00::', 'optic%1:08:00::', 'oculus%1:08:00::']
6160	ogre	['09513956-n']	['ogre%1:18:00::']
2342	cuisiner	['01669533-v', '00324657-v', '01668067-v']	['cook%2:36:01::', 'stew%2:30:00::', 'prepare%2:36:01::', 'ready%2:36:00::', 'fix%2:36:00::', 'make%2:36:07::', 'cook%2:36:00::']
37721	apprécier	['01832678-v', '01779085-v', '01780873-v', '01781131-v']	['love%2:37:02::', 'enjoy%2:37:01::', 'love%2:37:00::', 'like%2:37:04::', 'like%2:37:05::']
35917	plats cuisinés	['\\N']	[]
2821	rat	['02333698-n']	['rat%1:05:00::']
7128	glaçon	['03562321-n']	['ice_cube%1:06:00::']
35209	crème glacée	['07630109-n']	['ice_cream%1:13:00::', 'icecream%1:13:00::']
5967	queue	['02160209-n']	['tail%1:05:00::']
37764	queue	['08447160-n']	['line%1:14:01::']
22013	queue de billard	['03150188-n']	['cue_stick%1:06:00::', 'pool_cue%1:06:00::', 'pool_stick%1:06:00::', 'cue%1:06:00::']
7804	bouquet de fleurs	['02882329-n']	['corsage%1:06:00::', 'posy%1:06:00::', 'nosegay%1:06:00::', 'bouquet%1:06:00::']
6286	toile d'araignée	['04282482-n']	"['spider_web%1:06:00::', ""spider's_web%1:06:00::""]"
34745	maquillage	['03719774-n']	['make-up%1:06:00::', 'makeup%1:06:00::', 'war_paint%1:06:02::']
8626	maquillage de clown	['03719774-n']	['make-up%1:06:00::', 'makeup%1:06:00::', 'war_paint%1:06:02::']
2357	rideaux	['03155743-n']	['drapery%1:06:00::', 'drape%1:06:00::', 'mantle%1:06:01::', 'curtain%1:06:00::', 'pall%1:06:00::']
2739	doré	['00371003-s']	['gilt%5:00:00:chromatic:00', 'golden%5:00:00:chromatic:00', 'gilded%5:00:00:chromatic:00', 'gold%5:00:00:chromatic:00', 'aureate%5:00:00:chromatic:00']
32594	meubles	['08014145-n', '03410635-n']	['family%1:14:04::', 'category%1:14:00::', 'class%1:14:00::', 'article_of_furniture%1:06:00::', 'piece_of_furniture%1:06:00::', 'furniture%1:06:00::']
36766	placard	['03152990-n', '02936496-n']	['closet%1:06:03::', 'cupboard%1:06:00::', 'cabinet%1:06:00::']
36766	meuble	['03152990-n', '02936496-n']	['closet%1:06:03::', 'cupboard%1:06:00::', 'cabinet%1:06:00::']
6227	tatouage	['04402786-n']	['tattoo%1:06:00::']
37581	salon de tatouage	['04351324-n', '04610439-n', '00264196-n']	['studio%1:06:00::', 'shop%1:06:01::', 'workshop%1:06:00::', 'tattoo%1:04:00::']
2436	pull	['04377135-n']	['sweater%1:06:00::', 'jumper%1:06:04::']
2934	perroquet	['01819528-n']	['parrot%1:05:00::']
37363	anniversaire	['15274989-n', '15277233-n']	['birthday%1:28:00::', 'natal_day%1:28:00::', 'birthday%1:28:01::']
37535	invitation	['07200808-n']	['invitation%1:10:00::']
6978	étoiles	['08538450-n', '09459612-n', '09467004-n']	['firmament%1:15:00::', 'vault_of_heaven%1:15:00::', 'celestial_sphere%1:15:00::', 'heavens%1:15:00::', 'welkin%1:15:00::', 'empyrean%1:15:00::', 'sphere%1:15:01::', 'sky%1:17:00::', 'star%1:17:00::']
2752	étoile	['09262646-n', '09467687-n', '09467004-n']	['celestial_body%1:17:00::', 'heavenly_body%1:17:00::', 'star%1:17:01::', 'star%1:17:00::']
26829	hérisson	['01896466-n', '02349279-n']	['erinaceus_europaeus%1:05:00::', 'hedgehog%1:05:00::', 'erinaceus_europeaeus%1:05:00::', 'hedgehog%1:05:02::', 'porcupine%1:05:00::']
2359	carnet	['06427062-n']	['notebook%1:10:00::']
17288	foulard	['03490877-n']	['hanky%1:06:00::', 'hankie%1:06:00::', 'hankey%1:06:00::', 'handkerchief%1:06:00::']
24972	cochon	['02398058-n']	['pig%1:05:00::', 'sus_scrofa%1:05:02::', 'hog%1:05:00::', 'grunter%1:05:00::', 'squealer%1:05:00::']
3346	hamster	['02345537-n']	['hamster%1:05:00::']
16701	skier	['01942285-v', '00441687-n']	['ski%2:38:00::', 'skiing%1:04:00::']
8348	ski	['04235116-n']	['ski%1:06:00::']
3243	pingouin	['02058457-n']	['penguin%1:05:00::']
2909	montagne	['09382700-n']	['mountain%1:17:00::', 'mount%1:17:00::']
38278	demain	[]	[]
8710	luge	['04242397-n']	['sled%1:06:00::', 'sledge%1:06:01::', 'sleigh%1:06:00::']
32923	chaussure	['04206070-n']	['shoe%1:06:00::']
2622	chaussures	['04206070-n']	['shoe%1:06:00::']
5944	masque de déguisement	['03730361-n']	['mask%1:06:00::']
9169	masque chirurgical	['03730526-n']	['mask%1:06:01::']
6524	masque de ski	['03448836-n']	['goggles%1:06:00::']
5074	masque de plongée	['03448836-n']	['goggles%1:06:00::']
2691	casque de chantier	['03518281-n']	['helmet%1:06:00::']
11208	casque de musique	['03266479-n']	['phone%1:06:01::', 'earphone%1:06:00::', 'headphone%1:06:00::', 'earpiece%1:06:00::']
3075	casque de vélo	['03132398-n', '03518520-n']	['crash_helmet%1:06:00::', 'helmet%1:06:01::']
4653	fruits	['13155706-n']	['fruit%1:20:00::']
28339	fruit	['13155706-n']	['fruit%1:20:00::']
8049	cabane	['02935784-n']	['cabin%1:06:02::']
21836	creuser	['01312361-v']	['cut_into%2:35:01::', 'dig%2:35:00::', 'delve%2:35:00::', 'turn_over%2:35:00::']
4654	feu	['13502051-n']	['flame%1:22:00::', 'flaming%1:22:00::', 'fire%1:22:00::']
8521	se réchauffer	['00373903-v']	['warm%2:30:00::', 'warm_up%2:30:00::']
8520	réchauffer	['00371917-v']	['heat_up%2:30:00::', 'heat%2:30:01::']
27644	réchauffer	['00371917-v', '00158311-v']	['heat_up%2:30:00::', 'heat%2:30:01::', 'raise%2:30:01::']
24823	abeille	['02209508-n']	['bee%1:05:00::']
3376	pommade	['03851070-n', '03133170-n']	['balm%1:06:00::', 'unguent%1:06:00::', 'ointment%1:06:00::', 'salve%1:06:00::', 'unction%1:06:00::', 'emollient%1:06:00::', 'ointment%1:06:01::', 'cream%1:06:00::']
38585	appliquer la pommade	[]	[]
28691	pendre	['01483990-v']	['hang_up%2:35:01::', 'hang%2:35:00::']
10133	suspendre	['01483990-v']	['hang_up%2:35:01::', 'hang%2:35:00::']
2572	chapeau	['03502782-n', '03330886-n', '04255617-n']	['hat%1:06:00::', 'chapeau%1:06:00::', 'lid%1:06:01::', 'felt_hat%1:06:00::', 'homburg%1:06:00::', 'trilby%1:06:00::', 'stetson%1:06:00::', 'fedora%1:06:00::', 'snap-brim_hat%1:06:00::']
16727	chenille	['01924944-n ', '02305272-n', '02311989-n']	['silkworm%1:05:02::', 'wild_wilkworm%1:05:00::', 'giant_silkworm%1:05:00::', 'caterpillar%1:05:00::']
29802	thé	['07949394-n', '04403943-n', '07949514-n']	['tea_bag%1:13:00::', 'tea_bag%1:06:00::', 'tea%1:13:00::']
2560	sèche-cheveux	['03488399-n']	['blow_dryer%1:06:00::', 'blow_drier%1:06:00::', 'hair_drier%1:06:00::', 'hand_blower%1:06:00::', 'hair_dryer%1:06:00::']
4674	voleurs	['09857683-n', '09856476-n', '10727453-n']	['bank_robber%1:18:00::', 'brigand%1:18:00::', 'bandit%1:18:00::', 'thief%1:18:00::', 'stealer%1:18:00::']
25498	télévision	['06289128-n', '03682085-n', '03089644-n', '04413042-n']	['high-definition_television%1:10:00::', 'hdtv%1:10:00::', 'lcd%1:06:00::', 'liquid_crystal_display%1:06:00::', 'computer_screen%1:06:00::', 'computer_display%1:06:00::', 'tv%1:06:00::', 'tv_set%1:06:00::', 'goggle_box%1:06:00::', 'boob_tube%1:06:00::', 'television_receiver%1:06:00::', 'television%1:06:01::', 'telly%1:06:00::', 'idiot_box%1:06:00::', 'television_set%1:06:00::']
3339	robinet	['04566737-n']	['tap%1:06:00::', 'water_faucet%1:06:00::', 'water_tap%1:06:00::', 'hydrant%1:06:01::']
2694	brosse à dents	['04460427-n']	['toothbrush%1:06:00::']
2521	piano	['03090499-n', '03457685-n', '03934354-n']	['concert_piano%1:06:00::', 'concert_grand%1:06:00::', 'grand%1:06:00::', 'grand_piano%1:06:00::', 'forte-piano%1:06:00::', 'piano%1:06:00::', 'pianoforte%1:06:00::']
2417	guitare	['03472449-n', '02679420-n']	['guitar%1:06:00::', 'acoustic_guitar%1:06:00::']
2571	canapé	['04263630-n']	['sofa%1:06:00::', 'couch%1:06:00::', 'lounge%1:06:01::']
5440	défaire	['01370704-v']	['unbutton%2:35:00::']
31414	tricher	['01107035-v', '00755767-n', '02580591-v']	['jockey%2:33:01::', 'chicane%2:33:00::', 'screw%2:33:00::', 'cheat%2:33:00::', 'chouse%2:33:00::', 'shaft%2:33:00::', 'cheat%1:04:00::', 'cheating%1:04:00::', 'cheat%2:41:01::', 'chisel%2:41:00::']
5455	complet	['00522139-a', '00517305-s']	['complete%3:00:00::', 'total%5:00:00:whole:00', 'entire%5:00:01:whole:00', 'full%5:00:01:whole:00']
38723	pain complet	[]	[]
19526	bordure	['03153586-n']	['curb%1:06:00::', 'kerb%1:06:00::', 'curbing%1:06:00::']
5357	attacher	['01370565-v', '01346574-v']	['button%2:35:00::', 'fasten%2:35:00::']
