file	time	user	text	pictos_grammar	pictos_annot	pictos_grammar_tokens	pictos_annot_token	corpus_name
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691152004065.json	1691152004.0	cécile	et qu'elles sont déjà de plus de trente pour cent inférieures aux mêmes dépenses en flandre	['11399', '11351', '7030', '36480', '7074', '5508', '7074', '7194', '16121', '4667', '36384', '11709', '2704']	['11399', '11351', '7030', '36480', '7074', '5508', '7074', '29298', '5093', '16121', '4667', '36384', '11709', '2704']	['et', 'que', 'elles', 'être', 'de', 'plus', 'de', 'pour', 'inférieur', 'même', 'dépenses', 'au', 'ville']	['et', 'que', 'elles', 'être', 'de', 'plus', 'de', '30', 'pour_cent', 'inférieur', 'même', 'dépenses', 'au', 'ville']	valibel
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690964567161.json	1690964567.0	cécile	ben le wallon euh je vais dire que chacun a ses origines euh ses son	['8476', '23993', '9829', '6632', '9693', '11351', '36081', '32761', '12276', '12295', '12276', '12272']	['8476', '2704', '9829', '6632', '9693', '11351', '36081', '32761', '12276', '12295', '12276', '12272']	['le', 'catholique', 'prochain', 'me', 'dire', 'que', 'tout_le_monde', 'avoir', 'ses', 'raison', 'ses', 'son']	['le', 'ville', 'prochain', 'me', 'dire', 'que', 'tout_le_monde', 'avoir', 'ses', 'raison', 'ses', 'son']	cfpb
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690906014456.json	1690906014.0	chloé	et tu et en fait ce qu'il faut faire	['11399', '6625', '11399', '16080', '15523', '6190']	['11399', '6625', '11399', '16080', '15523', '6190']	['et', 'toi', 'et', 'ce', 'devoir', 'faire']	['et', 'toi', 'et', 'ce', 'devoir', 'faire']	cfpp
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690983108736.json	1690983108.0	cécile	eux ils sont restés on l'a su par la suite	['7033', '9839', '7032', '27206', '31672', '8476', '16885', '7212', '8476', '13080']	['7033', '9839', '7032', '27206', '31672', '8476', '16885', '7212', '8476', '13080']	['eux', 'passé', 'ils', 'rester', 'nous', 'le', 'savoir', 'par', 'le', 'suite_']	['eux', 'passé', 'ils', 'rester', 'nous', 'le', 'savoir', 'par', 'le', 'suite_']	crfp
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690985584814.json	1690985584.0	cécile	de temps	['7074', '22631']	['7074', '22631']	['de', 'époque']	['de', 'époque']	crfp
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691066879977.json	1691066879.0	cécile	et puis justement ils ont pu dans le cadre d'une société coopérative	['9839', '7032', '35949', '7034', '8476', '3281', '7074', '8474', '8693', '31278']	['9839', '7032', '35949', '7034', '8476', '3281', '7074', '8474', '8693', '31278']	['passé', 'ils', 'pouvoir', 'dans', 'le', 'cadre', 'de', 'une', 'société', 'classe_coopérative']	['passé', 'ils', 'pouvoir', 'dans', 'le', 'cadre', 'de', 'une', 'société', 'classe_coopérative']	ofrom
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690988979325.json	1690988979.0	chloé	nous sommes allés directement à un hôtel que nous avaient indiqué des des français que nous avions rencontrés au cours du du voyage	['9839', '31672', '8142', '7041', '2627', '15730', '11351', '31672', '33956', '5374', '36367', '11351', '31672', '16649', '11709', '23404', '7074', '32508']	['9839', '31672', '8142', '7041', '2627', '15730', '11351', '31672', '33956', '5374', '36367', '11351', '31672', '16649', '7081', '7074', '32508']	['passé', 'nous', 'aller', 'à', 'un', 'hôtel', 'que', 'nous', 'afficher', 'plusieurs', 'français', 'que', 'nous', 'fête', 'au', 'cours', 'de', 'voyage']	['passé', 'nous', 'aller', 'à', 'un', 'hôtel', 'que', 'nous', 'afficher', 'plusieurs', 'français', 'que', 'nous', 'fête', 'pendant', 'de', 'voyage']	crfp
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690970363118.json	1690970363.0	chloé	le bé oui	['8476', '5584']	['8476', '5584']	['le', 'oui']	['le', 'oui']	coralrom
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690908392598.json	1690908392.0	chloé	mais en fait après au début en fait quand je suis arrivée	['11377', '32749', '11709', '5431', '32874', '9839', '6632', '16807']	['11377', '32749', '11709', '5431', '32874', '9839', '6632', '16807']	['cependant', 'après', 'au', 'commencer', 'quand', 'passé', 'me', 'arrive']	['cependant', 'après', 'au', 'commencer', 'quand', 'passé', 'me', 'arrive']	clapi
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690908764870.json	1690908764.0	cécile	quoi j'ai exprès fait attention de rester pendant six mois	['22620', '9839', '6632', '25618', '7074', '27206', '7081', '7241', '37724']	['22620', '9839', '6632', '25618', '7074', '27206', '7081', '7241', '37724']	['quoi', 'passé', 'me', 'attention', 'de', 'rester', 'pendant', '6', 'mois']	['quoi', 'passé', 'me', 'attention', 'de', 'rester', 'pendant', '6', 'mois']	clapi
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691069295884.json	1691069295.0	cécile	tu veux que je te	['6625', '5441', '11351', '6632']	['6625', '5441', '11351', '6632']	['toi', 'vouloir', 'que', 'me']	['toi', 'vouloir', 'que', 'me']	reunions
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690976378994.json	1690976378.0	cécile	mais je suis un gros idéaliste moi	['11377', '6632', '36480', '2627', '25133', '7232', '6632']	['11377', '6632', '36480', '2627', '25133', '7232', '6632']	['cependant', 'me', 'être', 'un', 'gros', 'romantique', 'me']	['cependant', 'me', 'être', 'un', 'gros', 'romantique', 'me']	coralrom
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690976244584.json	1690976244.0	cécile	c'est bien qu'il soit pas trop prêt	['7095', '36480', '11185', '6480', '36480', '5526', '25708', '37794']	['7095', '36480', '5397', '11185', '6480', '36480', '5526', '25708', '37794']	['celui-là', 'être', 'bien_que', 'il', 'être', 'non', 'trop', 'prêt']	['celui-là', 'être', 'heureusement', 'bien_que', 'il', 'être', 'non', 'trop', 'prêt']	coralrom
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690907927432.json	1690907927.0	chloé	nan mais c'est clair	['5525', '11377', '7095', '36480', '25958']	['5525', '11377', '7095', '36480', '25958']	['non', 'cependant', 'celui-là', 'être', 'clair']	['non', 'cependant', 'celui-là', 'être', 'clair']	clapi
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691152355030.json	1691152355.0	cécile	dix-huit vingt-sept ou vingt trente	['29274', '29292', '11317', '29550', '29298']	['29274', '29292', '11317', '29550', '29298']	['18', '27', 'ou', 'vingt', '30']	['18', '27', 'ou', 'vingt', '30']	valibel
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690979097826.json	1690979097.0	cécile	et à repartir plein euh je veux dire entre-temps	['11399', '7041', '37163', '2432', '26176', '5441', '9693']	['11399', '7041', '37163', '2432', '26176', '5441', '9693']	['et', 'à', 'une_autre_fois', 'partir', 'plein', 'vouloir', 'dire']	['et', 'à', 'une_autre_fois', 'partir', 'plein', 'vouloir', 'dire']	crfp
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691069037279.json	1691069037.0	cécile	nnaammee nnaammee ça te va	['37779', '11597']	['37779', '11597']	"[""quelqu'un"", 'comment_ça_va']"	"[""quelqu'un"", 'comment_ça_va']"	reunions
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691064844657.json	1691064844.0	chloé	bien oui	['5397', '5584']	['5397', '5584']	['heureusement', 'oui']	['heureusement', 'oui']	ofrom
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690968990814.json	1690968990.0	chloé	le problème c'est que comme tu peux le constater on il y a plein de choses qui viennent sur le tapis en disant maintenant	['8476', '5556', '7095', '36480', '11351', '12313', '6625', '35949', '8476', '31672', '9001', '22629', '11318', '9857', '32669', '5451', '8476', '2249', '11709', '9693', '32747']	['8476', '5556', '7095', '36480', '11351', '12313', '6625', '35949', '8476', '31672', '9001', '22629', '11318', '9857', '32669', '5451', '8476', '2249', '11709', '9693', '32747']	['le', 'problème', 'celui-là', 'être', 'que', 'comme', 'toi', 'pouvoir', 'le', 'nous', 'il_y_a', 'grand_chose', 'choses', 'anonymes', 'venir', 'sur', 'le', 'tapis', 'au', 'dire', 'maintenant']	['le', 'problème', 'celui-là', 'être', 'que', 'comme', 'toi', 'pouvoir', 'le', 'nous', 'il_y_a', 'grand_chose', 'choses', 'anonymes', 'venir', 'sur', 'le', 'tapis', 'au', 'dire', 'maintenant']	cfpb
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691139335102.json	1691139335.0	cécile	mais euh vraiment l'accent euh	['11377', '8476', '21537']	['11377', '8476']	['cependant', 'le', 'blague']	['cependant', 'le']	tcof
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690987992280.json	1690987992.0	chloé	et dans lequel il y avait une case réservée aux euh aux missionnaires de de l'église en question qui étaient en en voyage et qui passaient par là	['11399', '7034', '9001', '8474', '8075', '7041', '7041', '11651', '7074', '8476', '3118', '11709', '7217', '9857', '36480', '11709', '32508', '11399', '9857', '31999', '7212', '5375']	['11399', '7034', '9001', '8474', '8075', '7041', '11651', '7074', '8476', '3118', '11709', '7217', '9857', '36480', '11709', '32508', '11399', '9857', '31999', '7212', '5375']	['et', 'dans', 'il_y_a', 'une', 'case', 'à', 'à', 'moniteur', 'de', 'le', 'église', 'au', 'question', 'anonymes', 'être', 'au', 'voyage', 'et', 'anonymes', 'passer', 'par', 'là']	['et', 'dans', 'il_y_a', 'une', 'case', 'à', 'moniteur', 'de', 'le', 'église', 'au', 'question', 'anonymes', 'être', 'au', 'voyage', 'et', 'anonymes', 'passer', 'par', 'là']	crfp
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691139783823.json	1691139783.0	chloé	il fait oui moi je me suis je me suis gouré à la rotonde là	['6480', '6190', '5584', '9839', '6632', '36480', '6632', '7041', '8476', '2704', '5375']	['6480', '6190', '5584', '9839', '6632', '36480', '6632', '7041', '8476', '2704', '5375']	['il', 'faire', 'oui', 'passé', 'me', 'être', 'me', 'à', 'le', 'ville', 'là']	['il', 'faire', 'oui', 'passé', 'me', 'être', 'me', 'à', 'le', 'ville', 'là']	tcof
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690907831694.json	1690907831.0	chloé	non je vais prendre ça en fait	['5525', '9829', '6632', '10148', '6906']	['5525', '9829', '6632', '10148', '6906']	['non', 'prochain', 'me', 'prendre', 'celle-là']	['non', 'prochain', 'me', 'prendre', 'celle-là']	clapi
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691070067183.json	1691070067.0	cécile	oh là là c'est moche	['5375', '7095', '36480', '4648']	['5375', '7095', '36480', '4648']	['là', 'celui-là', 'être', 'laid']	['là', 'celui-là', 'être', 'laid']	reunions
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691140288447.json	1691140288.0	chloé	il fait	['6480', '6190']	['6480', '6190']	['il', 'faire']	['il', 'faire']	tcof
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690970066278.json	1690970066.0	chloé	effectivement tu t'habitues tu as tes petites tes petites manies	['6625', '31014', '6625', '32761', '12283', '4716', '12283', '4716']	['6625', '31014', '6625', '32761', '12283', '4716', '12283', '4716']	['toi', 'fuir', 'toi', 'avoir', 'les_tiennes', 'petit', 'les_tiennes', 'petit']	['toi', 'fuir', 'toi', 'avoir', 'les_tiennes', 'petit', 'les_tiennes', 'petit']	coralrom
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691139775136.json	1691139775.0	cécile	ils ont un accent eux aussi euh	['7032', '32761', '2627', '7033']	['7032', '32761', '2627', '7033']	['ils', 'avoir', 'un', 'eux']	['ils', 'avoir', 'un', 'eux']	tcof
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690976531745.json	1690976531.0	cécile	euh ben moi pour l'instant je je	['6632', '7194', '8476', '22633', '6632']	['6632', '7194', '8476', '22633', '6632']	['me', 'pour', 'le', 'instant', 'me']	['me', 'pour', 'le', 'instant', 'me']	coralrom
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691153122372.json	1691153122.0	cécile	oui elle est très bien	['5584', '7028', '36480', '11599']	['5584', '7028', '36480', '11599']	['oui', 'elle', 'être', 'très_bien']	['oui', 'elle', 'être', 'très_bien']	valibel
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691140948307.json	1691140948.0	cécile	et gzzz l'électricité alors là même pas c'était moi qui joui	['11399', '37779', '8476', '24798', '5375', '4667', '5526', '7095', '36480', '6632', '9857']	['11399', '8476', '24798', '5375', '4667', '5526', '7095', '36480', '6632', '9857']	"['et', ""quelqu'un"", 'le', 'électricité', 'là', 'même', 'non', 'celui-là', 'être', 'me', 'anonymes']"	['et', 'le', 'électricité', 'là', 'même', 'non', 'celui-là', 'être', 'me', 'anonymes']	tufs
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690964253965.json	1690964253.0	cécile	et là il y a une une vingtaine vingt-quatre étudiants	['11399', '5375', '9001', '8474', '29262', '6042']	['11399', '5375', '9001', '8474', '29286', '6042']	['et', 'là', 'il_y_a', 'une', '12', 'élève']	['et', 'là', 'il_y_a', 'une', '24', 'élève']	cfpb
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691056554747.json	1691056554.0	cécile	et le document	['11399', '8476', '21802']	['11399', '8476', '21802']	['et', 'le', 'document']	['et', 'le', 'document']	fleuron
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691053946360.json	1691053946.0	chloé	donc je peux vraiment pas encaisser de d'argent	['6632', '35949', '37360', '5526', '7074', '4630']	['6632', '35949', '37360', '5526', '7074', '4630']	['me', 'pouvoir', 'changer', 'non', 'de', 'argent']	['me', 'pouvoir', 'changer', 'non', 'de', 'argent']	fleuron
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691142220435.json	1691142220.0	chloé	j'ai eu envie de pleurer que quand euh déjà c'était elle	['9839', '6632', '32761', '5441', '7074', '7147', '11351', '32874', '7095', '36480', '7028']	['9839', '6632', '32761', '5441', '7074', '7147', '11351', '32874', '7095', '36480', '7028']	['passé', 'me', 'avoir', 'vouloir', 'de', 'pleurer', 'que', 'quand', 'celui-là', 'être', 'elle']	['passé', 'me', 'avoir', 'vouloir', 'de', 'pleurer', 'que', 'quand', 'celui-là', 'être', 'elle']	tufs
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691054643215.json	1691054643.0	chloé	hum merci	['8128']	['8128']	['merci']	['merci']	fleuron
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690908546706.json	1690908546.0	chloé	tu bosses toujours autant	['6625', '26533', '17322']	['6625', '26533', '17322']	['toi', 'ramasser', 'chaque_fois']	['toi', 'ramasser', 'chaque_fois']	clapi
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690904920698.json	1690904920.0	chloé	mais moi je connais personne	['11377', '6632', '8456', '34560']	['11377', '6632', '8456', '34560']	['cependant', 'me', 'connaître', 'personne']	['cependant', 'me', 'connaître', 'personne']	cfpp
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691141372586.json	1691141372.0	cécile	le trois non	['8476', '35681', '5525']	['8476', '35681', '5525']	['le', '3', 'non']	['le', '3', 'non']	tufs
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691058308092.json	1691058308.0	chloé	et le mendiant s'est régalé avec des morceaux de poulet imaginaire	['11399', '9839', '8476', '4723', '26533', '7064', '5374', '3369', '7074', '4952', '37779']	['11399', '9839', '8476', '4723', '28641', '7064', '5374', '3369', '7074', '4952', '37779']	"['et', 'passé', 'le', 'indigent', 'ramasser', 'avec', 'plusieurs', 'démolir', 'de', 'poulet', ""quelqu'un""]"	"['et', 'passé', 'le', 'indigent', '_', 'avec', 'plusieurs', 'démolir', 'de', 'poulet', ""quelqu'un""]"	frenchoralnarrative
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691064372173.json	1691064372.0	chloé	j'ai jamais vraiment su s'ils avaient racheté en prévision de me le revendre	['9839', '6632', '32761', '5527', '16885', '6481', '7032', '8188', '11709', '32745', '36041', '7074', '6632', '8476', '37163', '6652']	['9839', '6632', '32761', '5527', '16885', '6481', '7032', '8188', '11709', '7074', '6632', '8476', '37163', '6652']	['passé', 'me', 'avoir', 'jamais', 'savoir', 'lui', 'ils', 'attraper', 'au', 'avant', 'apercevoir', 'de', 'me', 'le', 'une_autre_fois', 'vendre']	['passé', 'me', 'avoir', 'jamais', 'savoir', 'lui', 'ils', 'attraper', 'au', 'de', 'me', 'le', 'une_autre_fois', 'vendre']	ofrom
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690983605369.json	1690983605.0	cécile	ce que nous avions à faire nous étions dans un bon euh campement	['16080', '11351', '9839', '31672', '32761', '7041', '6190', '31672', '36480', '7034', '2627', '34641', '25912']	['11351', '9839', '31672', '32761', '7041', '6190', '31672', '36480', '7034', '2627', '34641', '25912']	['ce', 'que', 'passé', 'nous', 'avoir', 'à', 'faire', 'nous', 'être', 'dans', 'un', 'exact', 'camp']	['que', 'passé', 'nous', 'avoir', 'à', 'faire', 'nous', 'être', 'dans', 'un', 'exact', 'camp']	crfp
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690964614293.json	1690964614.0	cécile	et puis je commence effectivement à fond ma journée	['6632', '5431', '7041', '12264', '7022']	['6632', '5431', '7041', '26059', '12264', '7022']	['me', 'commencer', 'à', 'mon', 'journée']	['me', 'commencer', 'à', 'énergie', 'mon', 'journée']	cfpb
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690907587266.json	1690907587.0	chloé	on parle beaucoup d'anglais	['31672', '6517', '5521', '7074', '32705']	['31672', '6517', '5521', '7074', '32705']	['nous', 'parler', 'beaucoup', 'de', 'anglais']	['nous', 'parler', 'beaucoup', 'de', 'anglais']	clapi
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690907508281.json	1690907508.0	cécile	à une autre dimension la quatrième plus grande ville de suède euh linköping c'est ça ça doit avoir la taille de h	['7041', '8474', '17054', '8154', '8476', '34475', '4658', '2704', '7074', '28977', '2704', '7095', '36480', '6906', '15523', '32761', '8476', '8704', '7074', '7129']	['7041', '8474', '17054', '8154', '8476', '34475', '4658', '2704', '7074', '28977', '2704', '7095', '36480', '6906', '15523', '32761', '8476', '8704', '7074', '7129']	['à', 'une', 'autre', 'distance', 'le', 'quatrième', 'grand', 'ville', 'de', 'suède', 'ville', 'celui-là', 'être', 'celle-là', 'devoir', 'avoir', 'le', 'taille', 'de', 'heure']	['à', 'une', 'autre', 'distance', 'le', 'quatrième', 'grand', 'ville', 'de', 'suède', 'ville', 'celui-là', 'être', 'celle-là', 'devoir', 'avoir', 'le', 'taille', 'de', 'heure']	clapi
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691141438484.json	1691141438.0	chloé	et gzzz l'électricité alors là même pas c'était moi qui joui	['11399', '37779', '8476', '24798', '5375', '4667', '5526', '7095', '36480', '6632', '9857']	['11399', '37779', '8476', '24798', '5375', '4667', '5526', '7095', '36480', '6632', '9857']	"['et', ""quelqu'un"", 'le', 'électricité', 'là', 'même', 'non', 'celui-là', 'être', 'me', 'anonymes']"	"['et', ""quelqu'un"", 'le', 'électricité', 'là', 'même', 'non', 'celui-là', 'être', 'me', 'anonymes']"	tufs
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691152875388.json	1691152875.0	chloé	et euh j'ai dépensé	['11399', '9839', '6632', '26314']	['11399', '9839', '6632', '29070']	['et', 'passé', 'me', 'rater_le_bus']	['et', 'passé', 'me', 'payer']	valibel
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691079123079.json	1691079123.0	chloé	mais tu as pas vu les chaussettes	['11377', '9839', '11617', '5526', '8477', '2298']	['11377', '9839', '11617', '5526', '8477', '2298']	['cependant', 'passé', 'tu_vois', 'non', 'les', 'chaussettes']	['cependant', 'passé', 'tu_vois', 'non', 'les', 'chaussettes']	reunions
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690968882620.json	1690968882.0	chloé	ils ont fait les cornichons	['9839', '7032', '6190', '8477', '36567']	['9839', '7032', '6190', '8477', '36567']	['passé', 'ils', 'faire', 'les', 'cornichon']	['passé', 'ils', 'faire', 'les', 'cornichon']	cfpb
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691152790045.json	1691152790.0	cécile	et je fais chaque fois des des signatures horribles	['11399', '6632', '6190', '17322', '5374', '37792']	['11399', '6632', '6190', '17322', '5374', '12317', '26090']	['et', 'me', 'faire', 'chaque_fois', 'plusieurs', 'menteur']	['et', 'me', 'faire', 'chaque_fois', 'plusieurs', 'signature', 'laid']	valibel
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691058734739.json	1691058734.0	chloé	et un matin j'ai frappé à la porte d'une grande demeure presqu'un palais	['11399', '2627', '25704', '9839', '6632', '7041', '37139', '7074', '8474', '4658', '2317', '2627', '25289']	['11399', '2627', '25704', '9839', '6632', '37139', '7074', '8474', '4658', '2317', '2627', '17279']	['et', 'un', 'matin', 'passé', 'me', 'à', 'donner_un_coup_de_pied_dans_la_porte', 'de', 'une', 'grand', 'maison', 'un', 'palais']	['et', 'un', 'matin', 'passé', 'me', 'donner_un_coup_de_pied_dans_la_porte', 'de', 'une', 'grand', 'maison', 'un', 'palais']	frenchoralnarrative
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691152658576.json	1691152658.0	cécile	son coussin elle a dit qu'il était très chic	['9839', '12272', '3264', '7028', '9693', '11351', '6480', '36480', '25708']	['9839', '12272', '3264', '7028', '9693', '11351', '6480', '36480', '25708', '37803']	['passé', 'son', 'coussin', 'elle', 'dire', 'que', 'il', 'être', 'trop']	['passé', 'son', 'coussin', 'elle', 'dire', 'que', 'il', 'être', 'trop', 'riche']	valibel
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691143112080.json	1691143112.0	chloé	ben voilà oui vaut mieux six euros que dix	['37744', '5584', '9874', '11705', '7241', '5092', '11351', '35691']	['5584', '11705', '7241', '5092', '11351', '35691']	['dernière_fois', 'oui', 'prix', 'améliorer', '6', 'euro', 'que', '_']	['oui', 'améliorer', '6', 'euro', 'que', '_']	tufs
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691142352809.json	1691142352.0	chloé	elle est tombée elle s'est fait une entorse au pouce	['9839', '7028', '2675', '7028', '6190', '8474', '37856', '11709', '7799']	['9839', '7028', '2675', '7028', '6190', '8474', '37856', '11709', '7799']	['passé', 'elle', 'tomber', 'elle', 'faire', 'une', 'gratter_une_blessure', 'au', 'pouce']	['passé', 'elle', 'tomber', 'elle', 'faire', 'une', 'gratter_une_blessure', 'au', 'pouce']	tufs
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691064388881.json	1691064388.0	chloé	une retraite tranquille	['8474', '16719', '38931']	['8474', '16719', '38931']	['une', 'retraite', 'discrète']	['une', 'retraite', 'discrète']	ofrom
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691054426121.json	1691054426.0	chloé	après voilà c'est ça c'est ça qu'il faut noter chose aussi qui est importante	['32749', '7095', '36480', '6906', '7095', '36480', '6906', '15523', '8490', '6531', '9857', '36480', '22627']	['32749', '7095', '36480', '6906', '7095', '36480', '6906', '15523', '8490', '9857', '36480', '22627']	['après', 'celui-là', 'être', 'celle-là', 'celui-là', 'être', 'celle-là', 'devoir', 'noter', 'inventer', 'anonymes', 'être', 'admirer']	['après', 'celui-là', 'être', 'celle-là', 'celui-là', 'être', 'celle-là', 'devoir', 'noter', 'anonymes', 'être', 'admirer']	fleuron
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690908782814.json	1690908782.0	cécile	tu es fan de cacahuète	['6625', '36480', '7074', '2674']	['6625', '36480', '37721', '7074', '2674']	['toi', 'être', 'de', 'cacahuète']	['toi', 'être', 'aimer', 'de', 'cacahuète']	clapi
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691063635920.json	1691063635.0	cécile	mais je n'ai que ma pauvreté qui m'appartienne	['11377', '6632', '32761', '11351', '12264', '15521', '9857', '6632']	['11377', '6632', '32761', '11351', '12264', '15521', '9857', '6632']	['cependant', 'me', 'avoir', 'que', 'mon', 'misère', 'anonymes', 'me']	['cependant', 'me', 'avoir', 'que', 'mon', 'misère', 'anonymes', 'me']	frenchoralnarrative
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690970661838.json	1690970661.0	chloé	quoi tu changes	['22620', '6625', '37360']	['22620', '6625', '37360']	['quoi', 'toi', 'changer']	['quoi', 'toi', 'changer']	coralrom
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691069910221.json	1691069910.0	cécile	écoute nnaammee on est on n'aura pas les appels d'offres	['9036', '12333', '9829', '31672', '36480', '31672', '32761', '5526', '8477', '37924', '7074', '16017']	['6572', '9829', '31672', '36480', '31672', '32761', '5526', '8477', '37924', '7074', '16017']	['surprendre', 'association', 'prochain', 'nous', 'être', 'nous', 'avoir', 'non', 'les', 'appel', 'de', 'achat']	['entendre', 'prochain', 'nous', 'être', 'nous', 'avoir', 'non', 'les', 'appel', 'de', 'achat']	reunions
